training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,validation/actor/actor_loss,validation/actor/bound_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/alpha/current_vs_historical_ratio,validation/alpha/historical_avg_loss,validation/alpha/max_alpha_bound,validation/alpha/min_alpha_bound,validation/alpha/valid_count,validation/alpha_weight,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/meanflow/consistency_loss,validation/meanflow/flow_loss,validation/meanflow/mean_flow_loss,validation/total_loss,time/epoch_time,time/total_time,step,exploration/xy,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration
137.57385,0.0018881665,0.120622724,-137.57196,137.57196,0.820963,0.29989424,1500.0,15.0,20,150.0,0.5860319,-0.3632465,-137.63403,-173.16833,5.806615,-6.2241263,360.30432,0.018458653,0.24620208,0.24620208,6.3139625e-05,0.0003,175.0902,130.33939,0.002075999,0.13042627,-130.33731,130.33731,1.0413538,0.2954708,1500.0,15.0,20,150.0,2.554809,-4.3486238,-130.2877,-171.13037,0.023938563,0.30768964,0.30768964,179.04764,0.0037895184993743895,2430.669600248337,470000,,,,,,,,,,,
137.62788,0.0021763616,0.12931563,-137.6257,137.6257,1.0019853,0.29683852,1500.0,15.0,20,150.0,0.57204235,0.5665981,-137.64636,-168.6827,8.574967,-6.0422797,386.64267,0.02260169,0.29742783,0.29742783,6.2406754e-05,0.0003,182.81409,131.67087,0.002394426,0.14263442,-131.66847,131.66847,1.0716007,0.29683852,1500.0,15.0,20,150.0,1.3661971,-4.2742586,-131.62608,-171.28703,0.022208143,0.31809235,0.31809235,180.75092,0.0036995526790618897,2449.1673696041107,475000,,,,,,,,,,,
138.86319,0.002081468,0.12535354,-138.86111,138.86111,0.89306873,0.29696706,1500.0,15.0,20,150.0,0.5588535,-11.779635,-138.86093,-182.14638,6.6490803,-5.7647276,363.9839,0.017129008,0.265212,0.265212,6.167186e-05,0.0003,179.20384,130.09178,0.0020532059,0.1273919,-130.08972,130.08972,0.9364172,0.29657075,1500.0,15.0,20,150.0,1.8274527,-0.46743602,-130.0799,-169.86745,0.02208624,0.27771395,0.27771395,173.57632,0.0038664994716644287,2468.4998729228973,480000,,,,,,,,,,,
137.01265,0.0021882444,0.120750204,-137.01047,137.01047,0.9430422,0.29680598,1500.0,15.0,20,150.0,0.51723075,-13.028908,-137.01375,-182.1494,7.2786775,-5.2896805,368.0721,0.022896446,0.27990058,0.27990058,6.093515e-05,0.0003,179.51497,137.72606,0.0023792987,0.14311813,-137.72368,137.72368,1.1627471,0.29680598,1500.0,15.0,20,150.0,15.731098,-19.995625,-137.79994,-169.68106,0.025241803,0.3451103,0.3451103,205.2237,0.0037788050651550295,2487.3939049243927,485000,,,,,,,,,,,
136.40129,0.0018861203,0.1301279,-136.3994,136.3994,1.093879,0.2955897,1500.0,15.0,20,150.0,0.406812,0.6899334,-136.4083,-170.25465,6.219462,-7.674447,370.8443,0.022253063,0.32333934,0.32333934,6.0196806e-05,0.0003,185.309,132.63686,0.0019731699,0.12528966,-132.63489,132.63489,1.0928521,0.29638502,1500.0,15.0,20,150.0,16.355387,-2.5435476,-132.64452,-169.20224,0.028420148,0.323905,0.323905,197.578,0.003873780345916748,2506.7628128528595,490000,,,,,,,,,,,
137.72688,0.0015666338,0.12537043,-137.72531,137.72531,0.9704581,0.29600915,1500.0,15.0,20,150.0,0.50316906,-9.586821,-137.69833,-169.69995,6.872169,-6.5719175,382.06628,0.024425983,0.28726447,0.28726447,5.945705e-05,0.0003,181.31973,130.1318,0.0016480002,0.13596997,-130.13016,130.13016,1.0833688,0.29600915,1500.0,15.0,20,150.0,9.330225,-0.2898782,-130.25258,-169.03745,0.025346546,0.32068706,0.32068706,187.5651,0.003771565675735474,2525.62064743042,495000,,,,,,,,,,,
139.05478,0.0019198962,0.12457576,-139.05286,139.05286,0.8467606,0.29488263,1500.0,15.0,20,150.0,0.63294345,0.41371903,-139.02536,-171.38303,6.7776585,-7.220704,344.5475,0.020189425,0.24969499,0.24969499,5.8716072e-05,0.0003,177.14197,136.99982,0.0018428906,0.13142933,-136.99797,136.99797,0.9029179,0.29079512,1500.0,15.0,20,150.0,6.5080194,-5.775893,-137.06194,-168.70743,0.02280679,0.26256412,0.26256412,182.89246,0.003771785354614258,2544.479579925537,500000,,,,,,,,,,,
138.24734,0.0017306167,0.13137455,-138.24562,138.24562,1.0659609,0.29170182,1500.0,15.0,20,150.0,0.44262677,-9.198497,-138.2825,-181.73906,6.2407427,-8.724383,387.3731,0.018891763,0.31094274,0.31094274,5.7974077e-05,0.0003,185.33139,128.5232,0.0016615818,0.12897308,-128.52153,128.52153,1.0951583,0.29170182,1500.0,15.0,20,150.0,1.5462475,-7.69447,-128.54086,-171.65993,0.021155354,0.31945968,0.31945968,177.9884,0.022841111612319945,2658.685144662857,505000,,,,,,,,,,,
138.6052,0.0024466226,0.11668326,-138.60275,138.60275,0.9183464,0.29344022,1500.0,15.0,20,150.0,0.52992785,-25.270973,-138.64742,-181.57237,7.799438,-7.6822553,367.91434,0.022739576,0.26947978,0.26947978,5.7231267e-05,0.0003,179.55708,132.94142,0.0025129113,0.1294661,-132.9389,132.9389,0.9550021,0.29460412,1500.0,15.0,20,150.0,1.4731152,-26.451683,-132.93495,-172.20398,0.021112492,0.28134757,0.28134757,176.61667,0.0038872875213623046,2678.1215891838074,510000,,,,,,,,,,,
137.55307,0.0019701202,0.13072585,-137.5511,137.5511,1.0815793,0.29552945,1500.0,15.0,20,150.0,0.62889713,-0.23281524,-137.5888,-179.10252,8.918563,-6.855151,383.12848,0.0201309,0.31963855,0.31963855,5.6487854e-05,0.0003,186.12775,133.62938,0.002032626,0.12340396,-133.62735,133.62735,1.0514863,0.29552945,1500.0,15.0,20,150.0,3.4257102,-17.889246,-133.6344,-171.44183,0.022783004,0.31074515,0.31074515,183.66685,0.003928947877883911,2697.7663350105286,515000,,,,,,,,,,,
137.96852,0.0017497127,0.1340216,-137.96677,137.96677,1.178862,0.29487118,1500.0,15.0,20,150.0,0.6367345,-8.290736,-138.01654,-182.53297,7.717997,-7.8823624,420.97025,0.021910397,0.34761244,0.34761244,5.574403e-05,0.0003,190.74712,132.67554,0.0017866697,0.12994026,-132.67375,132.67375,1.0992128,0.2989912,1500.0,15.0,20,150.0,2.1993303,-4.27358,-132.60025,-167.65356,0.0221925,0.32865494,0.32865494,184.1731,0.003962448596954346,2717.5785858631134,520000,,,,,,,,,,,
136.78053,0.0024915426,0.12098628,-136.77805,136.77805,0.96084946,0.303656,1500.0,15.0,20,150.0,0.3865018,-4.1320634,-136.80861,-188.69632,6.277438,-12.107241,397.95544,0.019668058,0.29176772,0.29176772,5.5000004e-05,0.0003,180.93219,131.83626,0.0022370012,0.13308595,-131.83401,131.83401,1.1082456,0.303656,1500.0,15.0,20,150.0,1.955235,-2.5935712,-131.78108,-170.24913,0.022404706,0.33652544,0.33652544,184.27031,0.004090900421142578,2738.033094882965,525000,,,,,,,,,,,
136.9606,0.0013159125,0.12162437,-136.95929,136.95929,0.9730199,0.30481136,1500.0,15.0,20,150.0,0.47093755,-15.899401,-136.96751,-168.96184,7.306171,-9.633154,385.1573,0.019284513,0.29658753,0.29658753,5.4255972e-05,0.0003,181.91966,135.18033,0.0012878047,0.12829497,-135.17905,135.17905,1.1318417,0.30347377,1500.0,15.0,20,150.0,2.2586079,-14.760621,-135.186,-171.66498,0.022524517,0.34348425,0.34348425,188.96158,0.003959671878814697,2757.83146071434,530000,,,,,,,,,,,
138.08725,0.0023898825,0.122471675,-138.08485,138.08485,0.9899587,0.30534038,1500.0,15.0,20,150.0,0.55252874,-8.382029,-138.06314,-184.15475,7.0584493,-8.742015,385.09546,0.018381024,0.30227435,0.30227435,5.3512147e-05,0.0003,183.98094,129.38652,0.0021802816,0.1271905,-129.38434,129.38434,0.9673392,0.30534038,1500.0,15.0,20,150.0,1.8948567,-1.5208244,-129.38542,-169.39255,0.021061456,0.29536772,0.29536772,175.58653,0.004029573917388916,2777.9793367385864,535000,,,,,,,,,,,
136.7183,0.0019471844,0.1278249,-136.71635,136.71635,1.0067767,0.30169576,1500.0,15.0,20,150.0,0.770684,-0.9514221,-136.8082,-184.55649,8.414757,-11.366058,408.04077,0.019674381,0.30374026,0.30374026,5.276873e-05,0.0003,183.05003,128.04056,0.0019245534,0.13397159,-128.03864,128.03864,1.060339,0.30439797,1500.0,15.0,20,150.0,3.1741943,0.07783094,-128.12413,-171.8971,0.019862983,0.32276505,0.32276505,179.62952,0.003984290599822998,2797.90079665184,540000,,,,,,,,,,,
136.4976,0.002205059,0.12952545,-136.49539,136.49539,0.8662438,0.30676246,1500.0,15.0,20,150.0,0.62439406,1.5003319,-136.4803,-184.02307,6.2869387,-7.8534923,365.60056,0.02681349,0.26573107,0.26573107,5.2025924e-05,0.0003,176.98166,134.97885,0.0017665123,0.13390964,-134.97708,134.97708,0.8812979,0.30676246,1500.0,15.0,20,150.0,1.6305758,-1.3976151,-134.96326,-172.17184,0.02348719,0.2703491,0.2703491,177.16179,0.004012788200378418,2817.9647438526154,545000,,,,,,,,,,,
136.90411,0.0020921219,0.13026223,-136.90202,136.90202,0.9196448,0.30340397,1500.0,15.0,20,150.0,0.5933982,0.90989834,-136.90334,-170.95222,11.830073,-8.566889,380.1317,0.02527002,0.2790239,0.2790239,5.1283936e-05,0.0003,179.3511,130.37576,0.001925352,0.140815,-130.37384,130.37384,1.1407695,0.30388117,1500.0,15.0,20,150.0,2.2057872,-7.2760177,-130.33028,-171.54335,0.021299416,0.34665835,0.34665835,184.58029,0.003918522644042969,2837.5573630332947,550000,,,,,,,,,,,
134.35968,0.0019504732,0.120999984,-134.35773,134.35773,1.0165135,0.30276915,1500.0,15.0,20,150.0,1.5333034,-1.7035146,-134.29697,-182.97162,6.3529825,-7.1859846,393.0509,0.02064133,0.3077689,0.3077689,5.0542945e-05,0.0003,182.05832,132.16571,0.0021040207,0.13525724,-132.1636,132.1636,1.0679443,0.30276915,1500.0,15.0,20,150.0,2.199055,-4.207918,-132.24423,-169.07655,0.022851666,0.32334056,0.32334056,182.86584,0.004018365621566772,2857.6491990089417,555000,,,,,,,,,,,
137.29521,0.0013740989,0.11687826,-137.29384,137.29384,0.839721,0.30411136,1500.0,15.0,20,150.0,0.5744746,0.36902812,-137.3624,-182.91023,7.503732,-9.8417425,394.36526,0.021090679,0.2553687,0.2553687,4.9803188e-05,0.0003,176.17499,131.87914,0.0017782158,0.12984885,-131.87735,131.87735,1.1391803,0.29949912,1500.0,15.0,20,150.0,1.5649507,-0.9091785,-131.86678,-168.95923,0.020139802,0.3411835,0.3411835,184.62161,0.003941212320327759,2877.3552675247192,560000,,,,,,,,,,,
135.90723,0.00188935,0.1322307,-135.90533,135.90533,1.077912,0.2958307,1500.0,15.0,20,150.0,0.68510514,-28.128597,-135.94998,-181.20502,8.917887,-9.703657,405.2934,0.02051654,0.31887946,0.31887946,4.9064853e-05,0.0003,184.42426,128.89546,0.0017099979,0.13293223,-128.89375,128.89375,1.0286478,0.2958307,1500.0,15.0,20,150.0,1.8167226,-0.7256825,-128.98596,-172.47734,0.024685876,0.30430558,0.30430558,176.35803,0.003804003143310547,2896.3752896785736,565000,,,,,,,,,,,
138.61186,0.0014294854,0.11627663,-138.61043,138.61043,1.0391151,0.29350635,1500.0,15.0,20,150.0,0.50561965,-2.6052463,-138.6183,-170.63284,6.332687,-6.140128,370.34485,0.019884408,0.3049869,0.3049869,4.8328133e-05,0.0003,184.86551,139.17787,0.0012473857,0.13176063,-139.17662,139.17662,1.0516382,0.29392636,1500.0,15.0,20,150.0,8.691905,-2.6276999,-139.17413,-169.33568,0.022006972,0.3091042,0.3091042,194.23541,0.00394389591217041,2916.0947754383087,570000,,,,,,,,,,,
137.98566,0.0022977612,0.12218334,-137.98335,137.98335,0.8948704,0.2922823,1500.0,15.0,20,150.0,0.6083405,-19.598934,-137.97943,-181.41502,9.954922,-7.3388634,359.34042,0.019196479,0.26155478,0.26155478,4.7593247e-05,0.0003,177.82721,133.63773,0.0020716353,0.12666854,-133.63565,133.63565,1.0255069,0.2922823,1500.0,15.0,20,150.0,4.8662434,-2.5580306,-133.62872,-170.24214,0.022766497,0.2997375,0.2997375,183.4646,0.0037320674896240236,2934.755119085312,575000,,,,,,,,,,,
136.04625,0.0018441523,0.11787503,-136.0444,136.0444,1.0694407,0.29330993,1500.0,15.0,20,150.0,0.5974972,-3.3635437,-136.08012,-183.29524,8.126024,-8.789614,412.79797,0.017742146,0.31367758,0.31367758,4.686038e-05,0.0003,183.69539,131.54796,0.001687949,0.12655541,-131.54626,131.54626,1.1421798,0.2938068,1500.0,15.0,20,150.0,3.902977,-1.0934099,-131.58545,-172.14801,0.025095798,0.33558023,0.33558023,185.78796,0.003783637809753418,2953.673315048218,580000,,,,,,,,,,,
137.22823,0.0014820597,0.12440649,-137.22675,137.22675,0.942978,0.2928315,1500.0,15.0,20,150.0,0.59276575,0.35494548,-137.29083,-192.65619,8.903975,-8.677809,387.16418,0.02522986,0.2761337,0.2761337,4.612974e-05,0.0003,179.24103,132.95598,0.0014642635,0.1254303,-132.95451,132.95451,0.97135067,0.2928315,1500.0,15.0,20,150.0,5.094266,-0.5194888,-133.00446,-172.85222,0.019710336,0.2844421,0.2844421,180.71655,0.0037379982948303222,2972.3633131980896,585000,,,,,,,,,,,
135.60542,0.0019415815,0.11963424,-135.60349,135.60349,0.9303479,0.2959287,1500.0,15.0,20,150.0,0.8704071,-25.865616,-135.60318,-169.86781,8.175325,-8.616875,391.61624,0.021400146,0.27531663,0.27531663,4.540152e-05,0.0003,177.77332,134.90565,0.0021851023,0.12861511,-134.90347,134.90347,1.0116451,0.29574332,1500.0,15.0,20,150.0,2.7755995,-4.794655,-134.85231,-171.66493,0.018275695,0.29918727,0.29918727,182.55936,0.00381582236289978,2991.4424319267273,590000,,,,,,,,,,,
135.20204,0.0017950952,0.12565273,-135.20024,135.20024,1.0566863,0.29690298,1500.0,15.0,20,150.0,0.8513371,0.84670305,-135.19539,-183.52768,11.055449,-19.41388,626.5326,0.024452355,0.3137333,0.3137333,4.467592e-05,0.0003,183.11337,133.15202,0.0019653416,0.1304624,-133.15005,133.15005,1.0397029,0.29690298,1500.0,15.0,20,150.0,9.071667,-12.607026,-133.17908,-169.96602,0.019618843,0.3086909,0.3086909,188.52733,0.00372026891708374,3010.0437829494476,595000,,,,,,,,,,,
137.48701,0.0013914227,0.13468824,-137.48563,137.48563,1.0901095,0.29126212,1500.0,15.0,20,150.0,0.89522773,0.52710724,-137.45648,-169.02066,6.7282734,-10.867414,468.3383,0.018619595,0.3175076,0.3175076,4.3953154e-05,0.0003,186.00839,131.08543,0.0015617269,0.13390927,-131.08388,131.08388,1.0307729,0.29436907,1500.0,15.0,20,150.0,4.5775437,-3.6043186,-131.0455,-171.71089,0.022336647,0.30342767,0.30342767,181.17712,0.0037824745655059815,3028.9561624526978,600000,,,,,,,,,,,
137.58073,0.0015648094,0.122576304,-137.57916,137.57916,1.0071346,0.29461133,1500.0,15.0,20,150.0,0.59403867,0.19147182,-137.51117,-172.24922,7.8359137,-7.64252,388.3412,0.021465706,0.29671323,0.29671323,4.3233405e-05,0.0003,182.68176,137.86113,0.0016439497,0.13170932,-137.85948,137.85948,0.93633395,0.29461133,1500.0,15.0,20,150.0,1.1808865,-12.502612,-137.805,-172.311,0.022631263,0.2758546,0.2758546,180.42021,0.02236874704360962,3140.799903869629,605000,,,,,,,,,,,
136.93518,0.0018313904,0.11693661,-136.93335,136.93335,1.1675453,0.29718605,1500.0,15.0,20,150.0,0.54703003,-6.0672445,-136.9267,-167.7981,11.276119,-7.431613,404.612,0.021980446,0.3469782,0.3469782,4.251687e-05,0.0003,189.52893,128.3044,0.0017299062,0.12915312,-128.30267,128.30267,0.9893655,0.29928562,1500.0,15.0,20,150.0,1.751336,-11.039423,-128.32018,-171.40744,0.022760972,0.29610285,0.29610285,174.47116,0.003888953733444214,3160.2446796894073,610000,,,,,,,,,,,
141.08246,0.0018238047,0.12364301,-141.08063,141.08063,0.9893392,0.29621786,1500.0,15.0,20,150.0,0.47219086,-8.127555,-141.08273,-174.83939,11.7049265,-9.41092,404.10587,0.02261994,0.29305995,0.29305995,4.1803753e-05,0.0003,185.51364,133.06502,0.0020572604,0.12986228,-133.06296,133.06296,1.0211208,0.29621786,1500.0,15.0,20,150.0,3.9214103,-6.4636693,-133.17332,-172.49107,0.024498802,0.30247423,0.30247423,182.35757,0.0038052343845367434,3179.27085852623,615000,,,,,,,,,,,
138.93869,0.0017117441,0.12524286,-138.93698,138.93698,1.1230488,0.2996052,1500.0,15.0,20,150.0,0.49335524,-5.976562,-138.90077,-182.15848,8.701105,-11.23032,400.66864,0.025765933,0.33647126,0.33647126,4.1094238e-05,0.0003,189.90274,129.32149,0.001756405,0.12776929,-129.31973,129.31973,0.91241497,0.30074483,1500.0,15.0,20,150.0,4.2404833,-4.4892387,-129.35892,-168.35558,0.024564758,0.27440408,0.27440408,174.72258,0.0037090611457824708,3197.8161709308624,620000,,,,,,,,,,,
136.6276,0.0018893438,0.12934944,-136.6257,136.6257,0.9439154,0.29974017,1500.0,15.0,20,150.0,0.42564663,0.390715,-136.61717,-182.32584,5.9434953,-10.247887,385.42188,0.022501102,0.28292936,0.28292936,4.0388528e-05,0.0003,179.49265,133.13925,0.0016813381,0.13962217,-133.13757,133.13757,1.2051573,0.29974017,1500.0,15.0,20,150.0,7.976935,-19.12263,-133.24017,-171.71638,0.021879952,0.36123404,0.36123404,195.30128,0.0038548855781555176,3217.0906052589417,625000,,,,,,,,,,,
137.42583,0.0016021188,0.12731439,-137.42422,137.42422,1.0023671,0.29984483,1500.0,15.0,20,150.0,0.5699436,-2.9359152,-137.40707,-191.3738,10.155085,-5.7312016,389.1172,0.02038033,0.30055463,0.30055463,3.9686805e-05,0.0003,183.07896,132.65865,0.0017645299,0.13238515,-132.65688,132.65688,1.0247002,0.30110678,1500.0,15.0,20,150.0,6.7093353,-4.1707554,-132.62068,-172.01834,0.022073468,0.3085442,0.3085442,185.64961,0.0037009615898132326,3235.5954196453094,630000,,,,,,,,,,,
133.92654,0.0021080244,0.13194843,-133.92444,133.92444,1.1270872,0.29873964,1500.0,15.0,20,150.0,0.5927478,-0.24616605,-133.9355,-182.75854,8.543148,-8.616548,381.98578,0.02157492,0.33670563,0.33670563,3.8989278e-05,0.0003,185.02513,136.0022,0.0018886412,0.13619706,-136.0003,136.0003,1.0157051,0.29873964,1500.0,15.0,20,150.0,2.9053555,-1.2867527,-136.07712,-172.55675,0.021418713,0.3034314,0.3034314,184.42226,0.00379817156791687,3254.5862839221954,635000,,,,,,,,,,,
135.58917,0.0015269513,0.1200962,-135.58765,135.58765,0.9629341,0.30128476,1500.0,15.0,20,150.0,0.5310774,-3.2559361,-135.59511,-183.06747,9.52151,-9.678202,396.5028,0.02198124,0.29011735,0.29011735,3.8296123e-05,0.0003,179.63786,129.1214,0.0017458316,0.12448897,-129.11966,129.11966,0.9331601,0.29991522,1500.0,15.0,20,150.0,9.193586,-5.6500344,-129.137,-169.3429,0.020040864,0.27986893,0.27986893,180.29532,0.0037086733818054197,3273.1296575069427,640000,,,,,,,,,,,
137.14166,0.0017630575,0.12614572,-137.1399,137.1399,0.92100215,0.29971853,1500.0,15.0,20,150.0,0.46606874,-3.4324992,-137.19489,-180.71898,9.292122,-7.669426,371.38892,0.024203965,0.27604142,0.27604142,3.7607537e-05,0.0003,179.01395,130.90779,0.0016150919,0.13087118,-130.90617,130.90617,0.95934546,0.29971853,1500.0,15.0,20,150.0,1.4169953,-18.692684,-130.9306,-168.55827,0.021142608,0.2875336,0.2875336,175.45483,0.003784800910949707,3292.05366897583,645000,,,,,,,,,,,
136.10541,0.0018039211,0.12404303,-136.1036,136.1036,0.8331603,0.29377922,1500.0,15.0,20,150.0,0.6082864,-19.552156,-136.1315,-169.01108,8.097028,-7.488205,364.00153,0.024655584,0.24476519,0.24476519,3.692371e-05,0.0003,173.42848,131.05275,0.0016783951,0.13116485,-131.05107,131.05107,1.098608,0.28866857,1500.0,15.0,20,150.0,2.796432,-3.5274796,-130.93596,-172.29137,0.021651512,0.3171336,0.3171336,181.41922,0.003750196123123169,3310.8046560287476,650000,,,,,,,,,,,
136.25017,0.0018691091,0.12291202,-136.2483,136.2483,1.0397002,0.291882,1500.0,15.0,20,150.0,1.0076663,-4.6686797,-136.23041,-171.14555,5.3367023,-9.189493,392.1716,0.020826405,0.30346975,0.30346975,3.6244823e-05,0.0003,182.77829,131.06024,0.0022016352,0.12233428,-131.05804,131.05804,0.94409496,0.291882,1500.0,15.0,20,150.0,1.8543499,-17.245285,-131.04669,-172.51295,0.021830868,0.2755643,0.2755643,174.24924,0.0037769078731536864,3329.689202070236,655000,,,,,,,,,,,
137.1218,0.0017840364,0.1241318,-137.12001,137.12001,1.1139103,0.29023466,1500.0,15.0,20,150.0,0.50095713,-13.66938,-137.12341,-174.2244,8.788018,-8.297764,400.8604,0.02138521,0.32329535,0.32329535,3.5571058e-05,0.0003,186.11707,130.6379,0.0019478067,0.12756565,-130.63594,130.63594,1.1963847,0.28957587,1500.0,15.0,20,150.0,7.9025,-2.1235735,-130.67818,-171.47217,0.022076026,0.34644413,0.34644413,190.50702,0.003713994646072388,3348.2591817379,660000,,,,,,,,,,,
138.60123,0.0018898793,0.12378911,-138.59933,138.59933,1.0865197,0.2889174,1500.0,15.0,20,150.0,0.50654006,-0.42929417,-138.61562,-169.57713,10.720769,-9.361114,405.79315,0.023512304,0.31391445,0.31391445,3.490261e-05,0.0003,186.19495,130.0523,0.0014619463,0.13036303,-130.05084,130.05084,0.97545564,0.2889174,1500.0,15.0,20,150.0,1.612428,-9.788305,-130.00162,-169.18303,0.025246195,0.2818261,0.2818261,173.93866,0.003810291862487793,3367.3106474876404,665000,,,,,,,,,,,
134.17557,0.0015605171,0.12639321,-134.17401,134.17401,1.1127944,0.28817144,1500.0,15.0,20,150.0,0.6488042,0.516466,-134.16403,-168.82213,8.586803,-8.919583,398.7622,0.02102041,0.32067558,0.32067558,3.4239645e-05,0.0003,182.9257,133.45674,0.001454003,0.13054255,-133.45529,133.45529,0.89283943,0.28917745,1500.0,15.0,20,150.0,4.022693,-2.448459,-133.52548,-171.34991,0.02251444,0.25818902,0.25818902,176.20778,0.003772574806213379,3386.1735286712646,670000,,,,,,,,,,,
137.66812,0.0016142938,0.12805216,-137.6665,137.6665,0.9811194,0.29100308,1500.0,15.0,20,150.0,0.673509,-32.10842,-137.71175,-181.96808,10.643887,-9.605027,423.69397,0.021711813,0.28550875,0.28550875,3.3582368e-05,0.0003,181.16794,131.60501,0.0017688456,0.13127577,-131.60324,131.60324,1.0598733,0.29100308,1500.0,15.0,20,150.0,22.22624,-0.88119525,-131.65659,-171.16765,0.024494018,0.30842638,0.30842638,200.09521,0.0038688796520233155,3405.5179345607758,675000,,,,,,,,,,,
137.85298,0.0021675774,0.12486824,-137.85081,137.85081,1.1328498,0.2933348,1500.0,15.0,20,150.0,0.5398145,-5.6886873,-137.83575,-191.34236,4.4193683,-7.4812746,378.0366,0.019947577,0.3323043,0.3323043,3.2930948e-05,0.0003,188.23843,133.35316,0.0019304799,0.13235973,-133.35123,133.35123,1.2453501,0.29544416,1500.0,15.0,20,150.0,1.0638196,-13.772561,-133.36461,-166.98386,0.01889724,0.36793143,0.36793143,189.60669,0.003721876382827759,3424.127322912216,680000,,,,,,,,,,,
136.13403,0.0017966197,0.12190597,-136.13223,136.13223,0.9836191,0.2941518,1500.0,15.0,20,150.0,0.3565447,-25.69055,-136.1398,-170.01434,8.180287,-8.72491,393.94,0.020522375,0.28933334,0.28933334,3.228555e-05,0.0003,179.8906,130.73462,0.0016722436,0.13160314,-130.73294,130.73294,0.99800336,0.2941518,1500.0,15.0,20,150.0,8.295963,-0.654935,-130.7313,-170.99225,0.02427827,0.2935645,0.2935645,183.06525,0.0037846444606781005,3443.0505516529083,685000,,,,,,,,,,,
138.39606,0.0019753752,0.1200579,-138.39409,138.39409,0.96573985,0.29713428,1500.0,15.0,20,150.0,0.50714916,0.63302195,-138.42058,-180.26135,5.8521585,-6.0269847,377.44354,0.018806728,0.2869544,0.2869544,3.1646374e-05,0.0003,181.94638,134.06125,0.0019178297,0.12621841,-134.05933,134.05933,1.1444892,0.29924375,1500.0,15.0,20,150.0,1.5587693,-1.2389467,-134.11777,-170.42291,0.02301184,0.3424812,0.3424812,186.9922,0.003712476348876953,3461.612940311432,690000,,,,,,,,,,,
135.03163,0.0016971268,0.12784997,-135.02994,135.02994,1.0736758,0.29588726,1500.0,15.0,20,150.0,0.7223102,0.82579494,-135.0686,-182.39401,9.021706,-7.5114474,404.45,0.024884354,0.31768698,0.31768698,3.1013573e-05,0.0003,183.40698,128.57622,0.0017184012,0.12407179,-128.5745,128.5745,0.969526,0.29588726,1500.0,15.0,20,150.0,1.4755223,-1.4137924,-128.70671,-170.72774,0.022362012,0.2868704,0.2868704,173.0823,0.0037601346492767336,3480.4136197566986,695000,,,,,,,,,,,
140.30016,0.0013588797,0.1283588,-140.2988,140.2988,0.94003993,0.29903272,1500.0,15.0,20,150.0,0.7645274,-8.532512,-140.29877,-171.90614,8.313232,-8.2821045,379.19568,0.02034359,0.2811027,0.2811027,3.0387337e-05,0.0003,183.23009,129.44246,0.00150584,0.13785106,-129.44095,129.44095,1.1483407,0.2969231,1500.0,15.0,20,150.0,4.278913,-1.1981658,-129.42679,-167.78293,0.023937305,0.34096888,0.34096888,184.8667,0.0037390368938446045,3499.1088111400604,700000,,,,,,,,,,,
136.17116,0.0017512701,0.12292719,-136.1694,136.1694,0.93053347,0.29669663,1500.0,15.0,20,150.0,0.4813077,0.352449,-136.215,-169.73807,8.255341,-8.016672,381.9382,0.018870547,0.27608615,0.27608615,2.9767822e-05,0.0003,178.06538,133.81493,0.0018053588,0.12646054,-133.81313,133.81313,1.0793135,0.29669663,1500.0,15.0,20,150.0,2.4265194,0.18277067,-133.90588,-171.14821,0.024480287,0.3202287,0.3202287,184.27574,0.022677204513549806,3612.494840860367,705000,,,,,,,,,,,
133.81508,0.0015419303,0.12029789,-133.81354,133.81354,1.0203081,0.29592606,1500.0,15.0,20,150.0,0.59928346,0.9976542,-133.7744,-183.35231,5.7563634,-7.9996104,422.55188,0.020484788,0.3019358,0.3019358,2.9155208e-05,0.0003,179.70474,133.65523,0.0015310271,0.12742557,-133.6537,133.6537,1.0321339,0.29498905,1500.0,15.0,20,150.0,14.160542,-0.07131109,-133.67819,-170.74779,0.022730751,0.30446818,0.30446818,193.486,0.003912836933135986,3632.05903172493,710000,,,,,,,,,,,
