training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,time/epoch_time,time/total_time,step,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,exploration/episode.normalized_return
44.956696,0.002076192,0.17550102,-44.95462,44.95462,0.9211366,0.40420204,1000.0,10.0,20,100.0,0.4638472,-0.18240632,-45.01021,-98.1151,14.33976,-13.6380825,697.1513,0.033404224,0.3723253,0.3723253,1e-05,0.0003,82.653076,0.006769708585739136,7201.833585739136,1490000,489472.0,1.0,1.0,124.0,0.81416916847229,100.0
41.77981,0.0026016445,0.18820167,-41.77721,41.77721,1.0712974,0.40262038,1000.0,10.0,20,100.0,0.81088674,-0.41549027,-41.840088,-97.98227,19.040667,-19.020113,809.3513,0.040876184,0.43132615,0.43132615,1e-05,0.0003,85.72331,0.006564969825744629,7234.658438444138,1495000,494898.0,1.0,1.0,108.0,0.7021784782409668,100.0
41.848507,0.0024282287,0.17142326,-41.846077,41.846077,0.9510063,0.40236488,1000.0,10.0,20,100.0,0.67055184,0.30983543,-41.845047,-98.04817,62.76587,-63.53349,894.66,0.047364496,0.3826515,0.3826515,1e-05,0.0003,80.78421,0.006569542455673218,7267.506155014038,1500000,499960.0,1.0,1.0,104.0,0.6575489044189453,100.0
46.060333,0.0024983021,0.20012791,-46.057835,46.057835,1.0988237,0.40955424,1000.0,10.0,20,100.0,0.35679412,-0.60880107,-45.97846,-98.13409,20.049896,-27.305822,894.48096,0.03799378,0.45002788,0.45002788,1e-05,0.0003,91.419914,0.008276861524581909,7308.890466213226,1505000,504897.0,1.0,1.0,110.0,0.6833972930908203,100.0
43.333855,0.0031213353,0.17606911,-43.330734,43.330734,0.9794385,0.4097219,1000.0,10.0,20,100.0,0.35893154,-0.39307785,-43.332726,-98.21923,17.194586,-18.240149,785.2573,0.03946818,0.40129742,0.40129742,1e-05,0.0003,83.822525,0.0065567400932312015,7341.6741716861725,1510000,509948.0,1.0,1.0,115.0,0.7429006099700928,100.0
43.094124,0.0018558172,0.2028312,-43.09227,43.09227,1.0750386,0.4097868,1000.0,10.0,20,100.0,0.52363425,-0.82294357,-43.084427,-98.13456,20.766241,-20.018492,736.11505,0.03730826,0.44053662,0.44053662,1e-05,0.0003,87.67142,0.006524380779266358,7374.296080350876,1515000,514967.0,1.0,1.0,114.0,0.7494425773620605,100.0
44.70046,0.0032539642,0.17969331,-44.697205,44.697205,0.9816509,0.40862247,1000.0,10.0,20,100.0,0.64045084,0.15523745,-44.68743,-98.07919,25.836233,-24.334244,905.2048,0.046418145,0.4011246,0.4011246,1e-05,0.0003,85.45337,0.006693987226486206,7407.766020536423,1520000,519977.0,1.0,1.0,108.0,0.6806848049163818,100.0
43.51651,0.0029979618,0.20184626,-43.51351,43.51351,1.0350294,0.41055727,1000.0,10.0,20,100.0,0.50122154,-0.561389,-43.52987,-98.30122,17.341959,-20.68332,731.9288,0.045892656,0.42493886,0.42493886,1e-05,0.0003,86.51161,0.006685711622238159,7441.194582700729,1525000,524992.0,1.0,1.0,108.0,0.691575288772583,100.0
46.977184,0.002545199,0.19720018,-46.97464,46.97464,0.9543419,0.40941915,1000.0,10.0,20,100.0,1.0429951,-0.597432,-46.86355,-97.80038,35.270367,-21.437916,780.97705,0.03631463,0.39072585,0.39072585,1e-05,0.0003,87.092766,0.006602942562103272,7474.20929980278,1530000,529910.0,1.0,1.0,129.0,0.81803297996521,100.0
43.055668,0.0013986698,0.17281312,-43.054268,43.054268,0.89144707,0.41269636,1000.0,10.0,20,100.0,0.38701057,0.44682968,-43.068344,-98.32197,22.466919,-26.060581,823.7951,0.03569357,0.36789694,0.36789694,1e-05,0.0003,80.232376,0.006710542392730713,7507.762016057968,1535000,534952.0,1.0,1.0,103.0,0.6607003211975098,100.0
43.872654,0.0017651911,0.17514393,-43.870888,43.870888,0.8894818,0.41338387,1000.0,10.0,20,100.0,0.5165192,0.6872358,-43.84957,-98.20984,84.79382,-87.45486,1163.2189,0.043769553,0.36769742,0.36769742,1e-05,0.0003,81.15891,0.006695388984680176,7541.238965272903,1540000,539924.0,1.0,1.0,114.0,0.7431697845458984,100.0
40.26069,0.0024422912,0.2105931,-40.258247,40.258247,1.0281088,0.40824157,1000.0,10.0,20,100.0,0.5398957,1.7236909,-40.33525,-98.16702,12.803073,-14.549094,747.5946,0.05349258,0.41971675,0.41971675,1e-05,0.0003,82.77226,0.00658637113571167,7574.170825481415,1545000,544867.0,1.0,1.0,99.0,0.6340713500976562,100.0
41.04318,0.0024817414,0.21001956,-41.040695,41.040695,0.86960065,0.41433334,1000.0,10.0,20,100.0,0.48167497,0.8119718,-41.07013,-98.29119,14.794747,-42.234703,777.3502,0.038747236,0.36030456,0.36030456,1e-05,0.0003,77.55531,0.006655393362045288,7607.447796344757,1550000,549910.0,1.0,1.0,134.0,0.8582272529602051,100.0
42.785152,0.0028735432,0.18630083,-42.78228,42.78228,1.0599039,0.41445738,1000.0,10.0,20,100.0,0.41502842,-1.7730621,-42.790585,-98.31645,22.443613,-18.813978,825.746,0.040485173,0.43928495,0.43928495,1e-05,0.0003,87.12868,0.006650815534591675,7640.701878070831,1555000,554947.0,1.0,1.0,123.0,0.8075954914093018,100.0
38.592293,0.0019371406,0.20630671,-38.590355,38.590355,1.0514401,0.41491443,1000.0,10.0,20,100.0,0.55011284,0.82269204,-38.576912,-98.157745,27.987385,-18.381052,791.42664,0.04540313,0.43625766,0.43625766,1e-05,0.0003,82.76817,0.0066656417846679685,7674.030091047287,1560000,559906.0,1.0,1.0,110.0,0.9854352474212646,100.0
45.366318,0.0026186418,0.19919258,-45.3637,45.3637,0.96913236,0.42151985,1000.0,10.0,20,100.0,0.4619362,-2.5519688,-45.36783,-98.01881,29.147127,-24.473217,769.10803,0.036755387,0.4085085,0.4085085,1e-05,0.0003,86.67911,0.006431229591369629,7706.186242818832,1565000,564867.0,1.0,1.0,98.0,0.6117119789123535,100.0
39.354862,0.002290743,0.19097938,-39.35257,39.35257,0.9117557,0.4228011,1000.0,10.0,20,100.0,0.5825501,4.0477195,-39.32,-97.813156,23.446165,-28.200434,809.4563,0.0440461,0.3854913,0.3854913,1e-05,0.0003,78.48654,0.006596362972259522,7739.168061971664,1570000,569927.0,1.0,1.0,108.0,0.6697885990142822,100.0
43.745663,0.0027790214,0.18834668,-43.74288,43.74288,0.99033445,0.41220737,1000.0,10.0,20,100.0,0.34153548,-0.5250089,-43.785652,-98.209,23.260792,-26.887783,869.308,0.03514937,0.40822315,0.40822315,1e-05,0.0003,84.909515,0.006420813083648682,7771.272131204605,1575000,574905.0,1.0,1.0,142.0,0.8701703548431396,100.0
