training/actor/bound_loss,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,time/epoch_time,time/total_time,step,training/actor/any_oob,training/actor/coordinate_oob,training/actor/jacobian,training/actor/loss,training/actor/max_clip,training/actor/mean_clip,training/actor/q,training/actor/transport,training/control/adjoint_clip_fraction,training/control/adjoint_norm,training/control/applied_adjoint_norm,training/control/eta,training/control/gate,training/control/relative_critic_disagreement,training/teacher/endpoint_variance,training/teacher/q,exploration/goal_achieved,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,exploration/episode.normalized_return
0.0,0.0,1.0,0.0,110000.0,1100.0,0,11000.0,303.88135,3.1206045,-0.40305838,-3.7598984,26444.092,-20324.812,446667.84,0.0,0.9881264,0.9881264,0.0,0.0003,11173.271,0.0017425793170928955,8.712965726852417,0,,,,,,,,,,,,,,,,,,,,,,,
0.011051895,0.0,21855194.0,0.0,110000.0,1100.0,2,11000.0,30.628242,1169.8618,64.908295,-44.1436,5714.803,-4702.172,262076.9,0.0,0.21855195,0.21855195,1e-05,0.0003,2434.711,0.012899425888061523,73.21024465560913,5000,,,,,,,,,,,,,,,,,,,,,,,
0.007292819,0.0,18623520.0,0.0,110000.0,1100.0,4,11000.0,73.00485,2723.2922,125.41157,-81.70082,10763.885,-12926.029,292161.47,0.0,0.1862352,0.1862352,2e-05,0.0003,2121.5994,0.007967542123794556,113.0480899810791,10000,,,,,,,,,,,,,,,,,,,,,,,
0.0051016374,0.0,13852990.0,0.0,110000.0,1100.0,7,11000.0,39.680992,4158.2886,183.19556,-138.89038,7589.4077,-9239.478,172294.03,0.0,0.1385299,0.1385299,3e-05,0.0003,1563.5149,0.007943057203292846,152.7635200023651,15000,,,,,,,,,,,,,,,,,,,,,,,
0.004538484,0.0,17017248.0,0.0,110000.0,1100.0,9,11000.0,72.2834,5366.0913,217.45956,-192.67764,12127.549,-10112.801,167241.97,0.0,0.17017248,0.17017248,4e-05,0.0003,1944.1853,0.007844102573394775,191.9841763973236,20000,,,,,,,,,,,,,,,,,,,,,,,
0.004745453,0.0,1.5638422,0.09405184,110000.0,1100.0,12,11000.0,65.744995,6349.4873,330.2241,-228.74416,9248.406,-7849.1885,108106.29,0.0,0.14708224,0.14708224,5e-05,0.0003,1683.6544,0.007824063539505004,231.1046142578125,25000,,,,,,,,,,,,,,,,,,,,,,,
0.006011929,0.0,1.2257843,0.12881896,110000.0,1100.0,14,11000.0,62.16202,7151.957,506.89075,-263.02487,7745.2603,-5937.573,102430.32,0.0,0.15790425,0.15790425,6e-05,0.0003,1799.1149,0.007999961709976196,271.1045503616333,30000,,,,,,,,,,,,,,,,,,,,,,,
0.0042054215,0.0,0.92857116,0.15727694,110000.0,1100.0,17,11000.0,60.941406,7800.224,526.5867,-264.39935,6312.8184,-3818.1558,84477.32,0.0,0.14604284,0.14604284,6.9999995e-05,0.0003,1667.4167,0.0078121651172637935,310.1655020713806,35000,,,,,,,,,,,,,,,,,,,,,,,
0.006952898,0.0,0.7435238,0.16927946,110000.0,1100.0,19,11000.0,115.48417,8314.593,473.43915,-357.85913,7226.611,-5644.013,70317.234,0.0,0.1258633,0.1258633,8e-05,0.0003,1499.9874,0.0077422880172729495,348.87705397605896,40000,,,,,,,,,,,,,,,,,,,,,,,
0.00547004,0.0,0.78546125,0.1521235,110000.0,1100.0,20,11000.0,98.91413,8718.048,546.49207,-279.97556,4834.246,-5151.363,73234.25,0.0,0.11948711,0.11948711,8.9999994e-05,0.0003,1413.2777,0.007878917837142944,388.2717535495758,45000,,,,,,,,,,,,,,,,,,,,,,,
0.00479776,0.0,0.7042843,0.14369015,110000.0,1100.0,20,11000.0,96.69933,9042.173,492.39407,-289.7572,3592.574,-4174.4824,72261.766,0.0,0.10119872,0.10119872,1e-04,0.0003,1209.89,0.007461079502105713,425.57725834846497,50000,,,,,,,,,,,,,,,,,,,,,,,
0.0028236911,0.0,0.8328635,0.1338479,110000.0,1100.0,20,11000.0,301.8903,9305.845,573.68494,-321.84564,2633.772,-2472.9158,72745.82,0.0,0.11147703,0.11147703,9.999385e-05,0.0003,1528.1404,0.007435057878494263,462.75265741348267,55000,,,,,,,,,,,,,,,,,,,,,,,
0.0040440857,0.0,0.73802173,0.12988666,110000.0,1100.0,20,11000.0,155.28543,9520.596,632.68726,-372.15347,2088.1042,-2573.8362,59621.0,0.0,0.09585917,0.09585917,9.99754e-05,0.0003,1209.7404,0.007849611377716064,502.0008418560028,60000,,,,,,,,,,,,,,,,,,,,,,,
0.0049798945,0.0,0.92220604,0.124165334,110000.0,1100.0,20,11000.0,13658.772,9691.491,693.8836,-404.8524,32094.5,-38903.81,819991.56,0.0,0.11450602,0.11450602,9.994465e-05,0.0003,14918.344,0.0077055635452270505,540.5287871360779,65000,,,,,,,,,,,,,,,,,,,,,,,
0.0044931932,0.0,0.8579839,0.11998148,110000.0,1100.0,20,11000.0,171.98126,9828.873,724.3325,-434.25452,1196.7826,-1516.4685,57563.445,0.0,0.102942176,0.102942176,9.990162e-05,0.0003,1304.3496,0.007894567251205444,580.0017349720001,70000,,,,,,,,,,,,,,,,,,,,,,,
0.004157937,0.0,0.89134234,0.11564765,110000.0,1100.0,20,11000.0,266.40628,9942.571,622.7063,-760.76245,1860.9546,-1567.2179,71804.09,0.0,0.10308165,0.10308165,9.984629e-05,0.0003,1400.3086,0.00776008129119873,618.8022530078888,75000,,,,,,,,,,,,,,,,,,,,,,,
0.0032396233,0.0,1.1139518,0.10973859,110000.0,1100.0,20,11000.0,217.23055,10055.059,929.6513,-986.21643,1475.8491,-1069.9825,51360.914,0.0,0.122243494,0.122243494,9.977873e-05,0.0003,1561.9122,0.007933942985534667,658.4720916748047,80000,,,,,,,,,,,,,,,,,,,,,,,
0.0040700315,0.0,0.8689349,0.10711652,110000.0,1100.0,20,11000.0,234.5734,10142.107,814.4934,-3726.788,1302.2614,-1042.9668,61997.18,0.0,0.09307728,0.09307728,9.969891e-05,0.0003,1258.4276,0.007715044784545899,697.0474376678467,85000,,,,,,,,,,,,,,,,,,,,,,,
0.0027328401,0.0,0.973201,0.10312202,110000.0,1100.0,20,11000.0,435.5622,10195.816,819.4484,-3914.9006,1531.666,-856.86237,68360.7,0.0,0.10035845,0.10035845,9.9606885e-05,0.0003,1539.5079,0.007855582427978515,736.3254630565643,90000,,,,,,,,,,,,,,,,,,,,,,,
