training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,time/epoch_time,time/total_time,step,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration,exploration/episode.normalized_return
77.96006,0.0024819681,0.28677446,-77.95758,77.95758,1.0131546,0.56046104,100.0,1.0,20,10.0,0.27094662,-0.42739677,-77.9521,-100.3024,1.6144907,-2.0564094,88.285965,0.061942928,0.56783366,0.56783366,9.6503034e-05,0.0003,83.90935,0.0036511077404022215,854.638899564743,170000,,,,,,
77.61999,0.007466594,0.2777131,-77.61252,77.61252,0.8080487,0.5729057,100.0,1.0,20,10.0,0.35962212,0.6297361,-77.58725,-100.797775,1.8429075,-1.4784093,97.16128,0.06341663,0.46293572,0.46293572,9.62098e-05,0.0003,82.60896,0.0037103102684020997,873.1904547214508,175000,,,,,,
77.74287,0.0071322196,0.37621292,-77.73573,77.73573,1.282657,0.57535267,100.0,1.0,20,10.0,0.21613622,0.29270732,-77.807846,-100.12466,1.4068112,-1.8566417,113.852356,0.07497378,0.7379801,0.7379801,9.59053e-05,0.0003,85.3388,0.003699402093887329,891.6874690055847,180000,,,,,,
80.59502,0.003890787,0.2651599,-80.591125,80.591125,0.93026394,0.58600235,100.0,1.0,20,10.0,0.11261428,0.25105608,-80.600945,-100.336136,1.7818344,-2.1387782,76.94156,0.057966456,0.54513687,0.54513687,9.558961e-05,0.0003,86.159004,0.003669044208526611,910.032693862915,185000,,,,,,
77.839165,0.002965283,0.5712279,-77.8362,77.8362,2.0190206,0.586675,100.0,1.0,20,10.0,0.5617933,0.26084286,-77.92674,-100.12675,3.671984,-5.4428725,138.52792,0.11610481,1.1845088,1.1845088,9.526282e-05,0.0003,90.24604,0.003715517807006836,928.6102871894836,190000,,,,,,
78.6618,0.0034899253,0.27346104,-78.65831,78.65831,0.91991705,0.60730284,100.0,1.0,20,10.0,0.210531,0.17332695,-78.65166,-99.746765,1.6749784,-1.2215927,74.32352,0.057707824,0.55866826,0.55866826,9.4925024e-05,0.0003,84.459015,0.0037024989128112795,947.1227858066559,195000,,,,,,
78.70672,0.010950005,0.51216424,-78.69577,78.69577,0.94566417,0.6213291,100.0,1.0,20,10.0,0.55488133,-0.07375176,-78.989494,-100.29861,2.0293956,-1.4031526,89.70056,0.057791077,0.5875687,0.5875687,9.457632e-05,0.0003,85.13728,0.0036469886779785157,965.3577330112457,200000,,,,,,
81.51866,0.006636073,0.27895397,-81.512024,81.512024,0.9079908,0.62156457,100.0,1.0,20,10.0,0.17557162,-3.007149,-81.51772,-99.94799,1.4296362,-2.1151943,79.3805,0.056693014,0.5643749,0.5643749,9.42168e-05,0.0003,87.33798,0.02053548083305359,1068.0351417064667,205000,,,,,,
76.193184,0.0040048063,0.26440582,-76.18918,76.18918,0.83427364,0.62096465,100.0,1.0,20,10.0,0.2693711,0.3896957,-76.2021,-99.79677,1.7433238,-1.8265525,85.51413,0.06145066,0.5180544,0.5180544,9.384654e-05,0.0003,81.6431,0.003711246871948242,1086.5913803577423,210000,,,,,,
77.70612,0.011922749,0.61779934,-77.6942,77.6942,1.3640335,0.61414456,100.0,1.0,20,10.0,0.27298498,0.20280243,-77.95343,-99.305176,4.0910435,-1.9486482,158.72836,0.06629651,0.8377137,0.8377137,9.346567e-05,0.0003,86.35625,0.003651917791366577,1104.850973367691,215000,,,,,,
79.9936,0.0033260288,0.303577,-79.99027,79.99027,1.0315757,0.6074101,100.0,1.0,20,10.0,0.22188148,-4.867316,-80.00644,-99.944176,1.5313165,-1.9301157,84.24095,0.070671394,0.6265895,0.6265895,9.30743e-05,0.0003,86.48137,0.00370566987991333,1123.379326581955,220000,,,,,,
78.649284,0.0031045144,0.23535019,-78.64618,78.64618,0.81078094,0.58966607,100.0,1.0,20,10.0,0.2429922,0.06524402,-78.65872,-99.3567,1.9671023,-1.5846466,80.88632,0.061763775,0.47809002,0.47809002,9.267249e-05,0.0003,83.67317,0.0037078150749206545,1141.9184057712555,225000,,,,,,
80.629456,0.0045165373,0.28258955,-80.62494,80.62494,0.8168813,0.59220594,100.0,1.0,20,10.0,0.24241161,0.0710136,-80.61795,-100.1491,1.8694966,-1.1326282,75.58586,0.061004117,0.48376197,0.48376197,9.2260394e-05,0.0003,85.70949,0.0036459122180938722,1160.1479711532593,230000,,,,,,
78.85515,0.010121728,0.4672351,-78.845024,78.845024,1.0586219,0.55761635,100.0,1.0,20,10.0,0.181061,0.22538032,-79.07623,-99.506836,2.0923657,-1.2979393,83.261246,0.07047778,0.59030485,0.59030485,9.183811e-05,0.0003,84.939255,0.003717886400222778,1178.7374103069305,235000,,,,,,
78.29606,0.004215926,0.3003661,-78.29184,78.29184,0.93632865,0.55153626,100.0,1.0,20,10.0,0.174834,0.090423405,-78.27721,-100.17293,1.2057767,-1.9498684,86.76935,0.07543751,0.5164192,0.5164192,9.1405775e-05,0.0003,83.635086,0.003712238693237305,1197.29860830307,240000,,,,,,
78.69567,0.015307133,0.59501874,-78.68037,78.68037,1.228436,0.55077386,100.0,1.0,20,10.0,0.23563652,0.1244998,-78.962204,-99.353035,1.8137486,-2.4056754,98.049126,0.09147009,0.67659044,0.67659044,9.0963455e-05,0.0003,85.69721,0.0036448665618896486,1215.5229451656342,245000,,,,,,
78.33899,0.008048637,0.3657413,-78.33094,78.33094,1.0746102,0.54870296,100.0,1.0,20,10.0,0.1632196,0.04648301,-78.48651,-99.82713,1.8857384,-1.7902157,79.923225,0.06770384,0.5896418,0.5896418,9.051133e-05,0.0003,84.39863,0.003715580654144287,1234.1008517742157,250000,,,,,,
76.213394,0.0046226475,0.34301096,-76.20877,76.20877,1.1775867,0.55224484,100.0,1.0,20,10.0,0.17132404,-0.017169163,-76.2195,-99.47761,2.7638934,-1.6234907,98.97789,0.07248272,0.6503162,0.6503162,9.004948e-05,0.0003,82.88788,0.003719753360748291,1252.6996231079102,255000,,,,,,
80.46785,0.0032779435,0.26050287,-80.46457,80.46457,0.85219455,0.55117434,100.0,1.0,20,10.0,0.17209631,-0.095379025,-80.47984,-99.66146,1.3080953,-1.6219175,74.86868,0.05074227,0.46970776,0.46970776,8.9578054e-05,0.0003,85.33702,0.003651818799972534,1270.9587211608887,260000,,,,,,
76.83506,0.010888231,0.5526886,-76.82417,76.82417,1.0573765,0.5436247,100.0,1.0,20,10.0,0.15790412,0.105897844,-77.06824,-99.74571,1.6413015,-2.021649,76.99905,0.073678285,0.574816,0.574816,8.909717e-05,0.0003,82.74113,0.003712170457839966,1289.519579410553,265000,,,,,,
77.60872,0.006793418,0.38466877,-77.60193,77.60193,1.0807539,0.54006165,100.0,1.0,20,10.0,0.2810226,0.06957069,-77.78675,-99.436516,1.2493316,-1.7345694,89.75397,0.06520948,0.5836737,0.5836737,8.860696e-05,0.0003,83.72648,0.003646239185333252,1307.750779390335,270000,,,,,,
