training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,validation/actor/actor_loss,validation/actor/bound_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/alpha/current_vs_historical_ratio,validation/alpha/historical_avg_loss,validation/alpha/max_alpha_bound,validation/alpha/min_alpha_bound,validation/alpha/valid_count,validation/alpha_weight,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/meanflow/consistency_loss,validation/meanflow/flow_loss,validation/meanflow/mean_flow_loss,validation/total_loss,time/epoch_time,time/total_time,step,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration
152.6674,0.0011160758,0.04771804,-152.66629,152.66629,0.92707056,0.16372983,1200.0,12.0,20,120.0,4.2487483,-10.709594,-152.99469,-342.015,14.131899,-13.350599,435.18918,0.0051056887,0.1517891,0.1517891,6.387027e-05,0.0003,175.13084,144.23872,0.0006600567,0.05622367,-144.23807,144.23807,0.76616293,0.16372983,1200.0,12.0,20,120.0,30.125843,-18.298164,-145.06726,-330.47647,0.0043365355,0.12544373,0.12544373,189.41782,0.0037685699939727785,2173.3121111392975,465000,,,,,,,,,,,,
142.20924,0.0019941167,0.036581885,-142.20724,142.20724,0.60206014,0.17260848,1200.0,12.0,20,120.0,2.6451316,-38.51377,-142.4584,-343.6319,36.802464,-35.43761,499.14575,0.005888829,0.10392069,0.10392069,6.3139625e-05,0.0003,157.32486,144.86386,0.0014026376,0.04693418,-144.86246,144.86246,0.8687061,0.169564,1200.0,12.0,20,120.0,26.960815,-29.212042,-145.08328,-331.77606,0.012147196,0.14730127,0.14730127,189.50082,0.0036967034816741944,2191.7956359386444,470000,,,,,,,,,,,,
150.23691,0.00076152594,0.032963306,-150.23615,150.23615,0.725424,0.17120586,1200.0,12.0,20,120.0,3.0510895,-26.464647,-150.43138,-347.9148,29.286396,-35.233913,630.6813,0.0075824307,0.12419684,0.12419684,6.2406754e-05,0.0003,168.19162,152.73949,0.00096652925,0.03167045,-152.73853,152.73853,0.85923064,0.17120586,1200.0,12.0,20,120.0,35.84474,-18.983534,-152.92755,-333.36984,0.008335875,0.14710532,0.14710532,206.23686,0.003762306547164917,2210.6071751117706,475000,,,,,,,,,,,,
146.61934,0.00053279835,0.036429625,-146.6188,146.6188,0.8845831,0.17116603,1200.0,12.0,20,120.0,2.493607,1.0716451,-146.83386,-351.7515,74.378624,-137.89755,930.98596,0.0042711687,0.15141058,0.15141058,6.167186e-05,0.0003,167.28221,145.20007,0.0007503046,0.0292247,-145.19933,145.19933,0.922237,0.16821668,1200.0,12.0,20,120.0,29.318537,-9.900642,-145.30742,-332.25092,0.003827619,0.15513563,0.15513563,193.13489,0.0037014729022979737,2229.1145458221436,480000,,,,,,,,,,,,
147.78224,0.0013572818,0.034954384,-147.78088,147.78088,0.43725574,0.17110747,1200.0,12.0,20,120.0,2.9779086,-22.105616,-147.71236,-361.2761,11.913306,-8.844196,277.32288,0.0032093115,0.074817725,0.074817725,6.093515e-05,0.0003,159.73828,144.79213,0.0018061307,0.0369138,-144.79033,144.79033,0.6725486,0.17110747,1200.0,12.0,20,120.0,24.969257,-48.894207,-144.75742,-338.397,0.00649423,0.115078084,0.115078084,183.57076,0.0037714646816253664,2247.9718766212463,485000,,,,,,,,,,,,
147.50215,0.00086535304,0.050828516,-147.50128,147.50128,2.0216331,0.16545169,1200.0,12.0,20,120.0,2.8956492,-0.5459356,-148.05109,-341.68298,136.87813,-155.61852,1602.801,0.010490068,0.3344826,0.3344826,6.0196806e-05,0.0003,190.5357,156.04388,0.0009694475,0.04419009,-156.04291,156.04291,1.6614184,0.17605981,1200.0,12.0,20,120.0,27.10103,-39.24766,-156.84085,-335.688,0.008378202,0.29250902,0.29250902,218.246,0.0037072867870330812,2266.508317708969,490000,,,,,,,,,,,,
142.95378,0.001598286,0.025352234,-142.95218,142.95218,0.5085905,0.17552836,1200.0,12.0,20,120.0,3.0565476,-36.736084,-142.99762,-353.5281,20.524097,-10.235448,394.11166,0.0051886938,0.08927207,0.08927207,5.945705e-05,0.0003,156.72298,143.20934,0.0016703025,0.025362855,-143.20767,143.20767,0.590247,0.17552836,1200.0,12.0,20,120.0,31.774544,-28.279963,-143.28264,-325.5871,0.0042048036,0.10360509,0.10360509,187.4165,0.0037925722122192384,2285.4711854457855,495000,,,,,,,,,,,,
145.15695,0.0014854255,0.042061444,-145.15547,145.15547,1.7306495,0.16971381,1200.0,12.0,20,120.0,1.9277003,-30.956942,-145.65787,-338.51627,41.238617,-31.643555,688.9136,0.0050718146,0.29371512,0.29371512,5.8716072e-05,0.0003,182.33047,142.05258,0.0006780191,0.041007105,-142.05191,142.05191,0.6101219,0.17479685,1200.0,12.0,20,120.0,25.379478,-38.52559,-142.35297,-313.43198,0.005930744,0.106647395,0.106647395,180.22975,0.003703450632095337,2303.9884445667267,500000,,,,,,,,,,,,
142.6382,0.0032342332,0.09847243,-142.63496,142.63496,1.9614104,0.18421118,1200.0,12.0,20,120.0,21.050999,-25.525854,-144.36246,-368.74658,88.379326,-60.26809,1411.4504,0.013822121,0.36131373,0.36131373,5.7974077e-05,0.0003,207.04684,154.0451,0.0013376395,0.08565986,-154.04376,154.04376,1.0336639,0.18421118,1200.0,12.0,20,120.0,23.285023,-31.021809,-155.50955,-325.26007,0.008387923,0.19041243,0.19041243,200.17961,0.019047460174560545,2399.225752592087,505000,,,,,,,,,,,,
141.75801,0.001001647,0.041361548,-141.757,141.757,1.2033336,0.17891459,1200.0,12.0,20,120.0,2.2011638,-51.305584,-142.20183,-357.67123,48.55799,-169.9586,1505.2214,0.005743671,0.21529394,0.21529394,5.7231267e-05,0.0003,169.79443,152.19046,0.00077978143,0.044712167,-152.18968,152.18968,0.7840332,0.18448323,1200.0,12.0,20,120.0,35.966125,-16.865377,-152.63406,-331.52994,0.004486024,0.14464097,0.14464097,205.5135,0.003779112720489502,2418.121322631836,510000,,,,,,,,,,,,
142.50624,0.0015875476,0.0703548,-142.50465,142.50465,2.0803533,0.1919596,1200.0,12.0,20,120.0,9.133112,-16.630573,-144.50162,-373.019,43.60321,-44.37989,971.8137,0.0045657484,0.3993438,0.3993438,5.6487854e-05,0.0003,199.56061,153.6722,0.0013667411,0.058860052,-153.67082,153.67082,1.666659,0.1919596,1200.0,12.0,20,120.0,35.793617,-14.049682,-154.78354,-340.2925,0.008565362,0.3199312,0.3199312,227.85757,0.0037032533168792725,2436.6375963687897,515000,,,,,,,,,,,,
143.94086,0.00087993196,0.029545093,-143.93997,143.93997,0.669439,0.19458678,1200.0,12.0,20,120.0,3.8096728,-16.425589,-144.08974,-355.12292,17.329144,-14.783972,429.01288,0.0046444805,0.13026398,0.13026398,5.574403e-05,0.0003,163.38222,148.27974,0.001452195,0.03455479,-148.27829,148.27829,0.6049088,0.19352946,1200.0,12.0,20,120.0,49.595215,-28.166895,-148.48663,-320.59546,0.0047925957,0.11706768,0.11706768,211.92308,0.0037617424964904787,2455.446315050125,520000,,,,,,,,,,,,
144.8657,0.0015971751,0.03825093,-144.8641,144.8641,0.7850397,0.1958643,1200.0,12.0,20,120.0,2.2711883,-35.361847,-144.90982,-354.81277,203.36066,-101.85343,1140.0701,0.009753074,0.15376125,0.15376125,5.5000004e-05,0.0003,165.58826,156.38518,0.0016306693,0.032572575,-156.38354,156.38354,0.5745426,0.1958643,1200.0,12.0,20,120.0,26.931835,-51.074043,-156.37161,-330.56604,0.004816139,0.11253238,0.11253238,196.8209,0.0037132111072540283,2474.0123767852783,525000,,,,,,,,,,,,
142.59283,0.0011640518,0.03756369,-142.59167,142.59167,0.959505,0.19927113,1200.0,12.0,20,120.0,4.257638,-35.137054,-143.16823,-359.76944,14.376509,-11.170088,452.47418,0.0043893894,0.19120164,0.19120164,5.4255972e-05,0.0003,169.79468,140.54004,0.0015932118,0.04057838,-140.53845,140.53845,0.79201514,0.19210707,1200.0,12.0,20,120.0,22.380344,-32.83059,-141.02501,-327.9505,0.00661373,0.1521517,0.1521517,181.17859,0.0037750594139099123,2492.8876807689667,530000,,,,,,,,,,,,
149.66943,0.0010017572,0.033782277,-149.66843,149.66843,0.6504158,0.19019052,1200.0,12.0,20,120.0,2.9004765,-43.863697,-149.74246,-359.82614,12.551631,-18.247389,327.272,0.00918889,0.12370291,0.12370291,5.3512147e-05,0.0003,167.41426,153.69672,0.0008607445,0.03240169,-153.69586,153.69586,0.950408,0.19019052,1200.0,12.0,20,120.0,25.716747,-28.852488,-153.70616,-337.71542,0.004033649,0.1807586,0.1807586,201.10449,0.0037357443809509275,2511.5664105415344,535000,,,,,,,,,,,,
148.83011,0.0017095187,0.06890014,-148.8284,148.8284,1.5109756,0.18550602,1200.0,12.0,20,120.0,3.9486194,-34.01894,-150.04694,-352.54675,71.081566,-142.95157,1117.9084,0.0060649524,0.28029507,0.28029507,5.276873e-05,0.0003,186.41414,149.35382,0.0018429147,0.07244297,-149.35197,149.35197,0.6245678,0.184835,1200.0,12.0,20,120.0,37.788845,-29.621727,-150.41516,-319.19955,0.007933574,0.11544199,0.11544199,200.99571,0.003777270221710205,2530.4527690410614,540000,,,,,,,,,,,,
156.37022,0.0007021599,0.04676589,-156.36952,156.36952,0.799051,0.17944108,1200.0,12.0,20,120.0,2.9972403,-37.779083,-156.70425,-346.06046,18.857897,-35.50106,556.391,0.005448224,0.14338258,0.14338258,5.2025924e-05,0.0003,176.57336,145.62549,0.00079340284,0.061412122,-145.6247,145.6247,1.4699423,0.17944108,1200.0,12.0,20,120.0,41.07567,-33.34972,-146.18376,-321.69403,0.007311663,0.26376805,0.26376805,218.35332,0.0037094059467315675,2548.9998054504395,545000,,,,,,,,,,,,
150.66907,0.00048752662,0.049020194,-150.66858,150.66858,0.74274015,0.17843191,1200.0,12.0,20,120.0,3.326045,-24.05941,-151.32967,-340.73276,91.89773,-67.488434,1084.1084,0.0064967447,0.13252854,0.13252854,5.1283936e-05,0.0003,169.89854,147.99794,0.00083332055,0.054618962,-147.9971,147.9971,0.9085085,0.17429365,1200.0,12.0,20,120.0,35.376213,-21.97049,-148.62949,-329.18933,0.007843741,0.15834726,0.15834726,202.37582,0.003785371017456055,2567.926667690277,550000,,,,,,,,,,,,
137.08806,0.0006205354,0.06371925,-137.08743,137.08743,1.1034942,0.16605279,1200.0,12.0,20,120.0,3.2356672,-44.14541,-137.89752,-373.19342,15.783619,-18.812614,392.35965,0.005402753,0.18323827,0.18323827,5.0542945e-05,0.0003,162.31232,142.77606,0.0006922752,0.07001435,-142.77538,142.77538,1.5983166,0.16605279,1200.0,12.0,20,120.0,156.44171,-36.919167,-143.68356,-328.92175,0.009520399,0.2654049,0.2654049,331.06638,0.0037088683128356933,2586.471015930176,555000,,,,,,,,,,,,
152.90591,0.00043306407,0.035924163,-152.90549,152.90549,0.9095171,0.16716234,1200.0,12.0,20,120.0,2.4564838,-37.250244,-153.05658,-347.51218,19.448492,-13.551806,401.2912,0.0056290426,0.15203701,0.15203701,4.9803188e-05,0.0003,173.60684,155.35551,0.0007909892,0.035766434,-155.35472,155.35472,0.8522327,0.16825098,1200.0,12.0,20,120.0,18.260942,-32.47599,-155.52203,-328.57385,0.008315337,0.14338899,0.14338899,190.82314,0.0037733600616455076,2605.3378224372864,560000,,,,,,,,,,,,
154.53923,0.00059388403,0.03377483,-154.53864,154.53864,0.75274575,0.16578588,1200.0,12.0,20,120.0,2.258213,-11.328649,-154.61613,-360.5449,18.18542,-40.607662,489.8194,0.0051619844,0.124794625,0.124794625,4.9064853e-05,0.0003,171.7728,154.86375,0.00052798755,0.030371264,-154.86322,154.86322,0.6195401,0.16578588,1200.0,12.0,20,120.0,38.095543,-26.067442,-155.03992,-330.58218,0.0041079586,0.10271101,0.10271101,205.2846,0.003704797124862671,2623.8618144989014,565000,,,,,,,,,,,,
148.26399,0.0013512861,0.04472357,-148.26263,148.26263,1.1145517,0.16928224,1200.0,12.0,20,120.0,3.1730552,-43.16106,-148.73657,-358.03772,13.656214,-12.030751,370.1164,0.007199409,0.1886738,0.1886738,4.8328133e-05,0.0003,174.0779,152.9552,0.00071635237,0.042290565,-152.95448,152.95448,1.0936792,0.16915584,1200.0,12.0,20,120.0,52.33489,-30.381533,-153.45676,-332.73236,0.0044782995,0.18500222,0.18500222,227.49036,0.003776724147796631,2642.7454414367676,570000,,,,,,,,,,,,
164.12723,0.0006249994,0.038179245,-164.1266,164.1266,0.89282495,0.17087118,1200.0,12.0,20,120.0,2.9937084,-49.40972,-164.50851,-357.86984,32.627644,-54.924038,618.59644,0.008865881,0.15255806,0.15255806,4.7593247e-05,0.0003,185.4279,159.95872,0.0011189494,0.035616603,-159.95761,159.95761,0.62425524,0.17087118,1200.0,12.0,20,120.0,30.538267,-22.334661,-160.35252,-330.88724,0.015344541,0.106667235,0.106667235,203.29706,0.0037139202117919923,2661.315049648285,575000,,,,,,,,,,,,
153.30527,0.00097191497,0.050195873,-153.30429,153.30429,0.8155888,0.17223552,1200.0,12.0,20,120.0,3.14563,1.2162036,-153.92926,-353.1592,19.056917,-23.382095,532.23627,0.0066838427,0.14047335,0.14047335,4.686038e-05,0.0003,173.3077,151.23146,0.0010480828,0.0662043,-151.23041,151.23041,1.6377774,0.16524445,1200.0,12.0,20,120.0,22.833702,-31.676476,-151.9496,-337.1215,0.009169486,0.27063364,0.27063364,206.5412,0.003765034770965576,2680.140230178833,580000,,,,,,,,,,,,
161.53825,0.001445544,0.04157828,-161.5368,161.5368,0.78181624,0.16049826,1200.0,12.0,20,120.0,2.3721976,-42.46583,-161.74106,-352.58435,24.912945,-27.819265,395.77716,0.007099493,0.12548015,0.12548015,4.612974e-05,0.0003,178.96806,159.90274,0.0012436799,0.034266956,-159.90149,159.90149,0.7490601,0.16049826,1200.0,12.0,20,120.0,22.819607,-41.591736,-159.98308,-337.9305,0.004719874,0.120222844,0.120222844,197.1491,0.0037133954524993895,2698.70721411705,585000,,,,,,,,,,,,
149.41061,0.0014810774,0.046611723,-149.40913,149.40913,1.3027377,0.1629589,1200.0,12.0,20,120.0,3.1630692,-42.78599,-150.03223,-380.2368,16.005663,-25.586601,532.08215,0.0042525725,0.2122927,0.2122927,4.540152e-05,0.0003,178.04881,154.46939,0.0012073799,0.05295506,-154.46819,154.46819,0.79133636,0.16694711,1200.0,12.0,20,120.0,68.286575,-39.889984,-155.17616,-329.12726,0.004966807,0.13211131,0.13211131,238.60933,0.0037704843997955323,2717.559642791748,590000,,,,,,,,,,,,
155.38535,0.0013710903,0.0349161,-155.38397,155.38397,0.73708165,0.17214063,1200.0,12.0,20,120.0,4.3491163,-40.100285,-155.50444,-351.94034,16.997313,-24.027546,515.4945,0.0064635607,0.12688169,0.12688169,4.467592e-05,0.0003,174.96027,151.92079,0.0018472036,0.033058614,-151.91895,151.91895,0.78146845,0.17214063,1200.0,12.0,20,120.0,25.802624,-28.078785,-152.12311,-334.66577,0.0051256754,0.13452247,0.13452247,193.86612,0.003712558078765869,2736.1224403381348,595000,,,,,,,,,,,,
149.40636,0.00017548222,0.031856716,-149.40617,149.40617,0.7413599,0.17181395,1200.0,12.0,20,120.0,3.179573,-4.4094024,-149.55911,-363.42938,17.705772,-23.596848,420.438,0.006721822,0.12737598,0.12737598,4.3953154e-05,0.0003,167.87105,153.18237,0.00027356492,0.033602525,-153.1821,153.1821,0.80667806,0.17058092,1200.0,12.0,20,120.0,46.349575,-22.151793,-153.32065,-331.87085,0.0074703544,0.13760388,0.13760388,216.04442,0.003790606594085693,2755.0754799842834,600000,,,,,,,,,,,,
139.27502,0.0011170364,0.061499882,-139.27391,139.27391,0.952237,0.17122613,1200.0,12.0,20,120.0,2.917383,-25.766981,-139.92413,-364.9575,21.72931,-33.781414,421.748,0.008832377,0.16304785,0.16304785,4.3233405e-05,0.0003,161.75815,162.98105,0.0009293362,0.057123005,-162.98012,162.98012,0.9818663,0.17122613,1200.0,12.0,20,120.0,48.997334,-28.59814,-163.68723,-334.7976,0.0050706747,0.16812116,0.16812116,232.15292,0.018968440437316894,2849.917688846588,605000,,,,,,,,,,,,
145.76038,0.0015489543,0.06436695,-145.75882,145.75882,1.2037642,0.16622962,1200.0,12.0,20,120.0,2.2643414,2.6185582,-146.62927,-349.37103,70.010216,-50.510845,654.0768,0.006480034,0.20010126,0.20010126,4.251687e-05,0.0003,172.03687,153.1628,0.0029725586,0.0597756,-153.15982,153.15982,0.963001,0.166801,1200.0,12.0,20,120.0,17.865961,-30.670185,-153.57875,-335.15317,0.009280677,0.16062954,0.16062954,190.3043,0.0037098145008087158,2868.4667677879333,610000,,,,,,,,,,,,
145.71779,0.00087476603,0.04822431,-145.71692,145.71692,0.976577,0.16208997,1200.0,12.0,20,120.0,3.5074615,-29.204056,-146.19873,-367.14197,10.046386,-11.189269,353.27365,0.007935602,0.15829334,0.15829334,4.1803753e-05,0.0003,168.22046,155.62488,0.0015305983,0.042952526,-155.62335,155.62335,0.9779571,0.16208997,1200.0,12.0,20,120.0,32.957542,-37.002754,-156.19131,-333.01227,0.004306197,0.15851705,0.15851705,207.60448,0.0037889682292938233,2887.4116158485413,615000,,,,,,,,,,,,
151.97626,0.0011834592,0.035813056,-151.97507,151.97507,1.2250372,0.1585141,1200.0,12.0,20,120.0,2.0640073,-20.386286,-152.11932,-379.26047,17.955961,-29.853424,455.6247,0.0066237734,0.19418567,0.19418567,4.1094238e-05,0.0003,177.34254,160.98534,0.0013616525,0.033803947,-160.98398,160.98398,0.73300666,0.16119972,1200.0,12.0,20,120.0,24.430607,-30.196178,-161.10649,-344.2677,0.0045239176,0.118160464,0.118160464,199.5952,0.0037063689708709715,2905.9434673786163,620000,,,,,,,,,,,,
154.54173,0.00092461484,0.08548116,-154.5408,154.5408,1.2487804,0.16027294,1200.0,12.0,20,120.0,27.843044,-23.6113,-156.17825,-375.14557,33.058025,-46.722878,1215.5521,0.009305194,0.20014569,0.20014569,4.0388528e-05,0.0003,206.40227,157.52359,0.001098806,0.08394604,-157.52249,157.52249,1.620215,0.16027294,1200.0,12.0,20,120.0,26.138542,-28.13113,-158.90393,-352.55222,0.0075772554,0.25967664,0.25967664,214.82333,0.0037655441284179685,2924.7711942195892,625000,,,,,,,,,,,,
154.07536,0.0008382139,0.034757342,-154.07452,154.07452,0.7504897,0.1598749,1200.0,12.0,20,120.0,2.218021,-48.631092,-154.26797,-382.07047,26.01016,-19.27781,375.3039,0.005714962,0.11998447,0.11998447,3.9686805e-05,0.0003,170.69151,152.39284,0.00082414085,0.039431795,-152.39201,152.39201,1.0390623,0.15525948,1200.0,12.0,20,120.0,59.66343,-22.29288,-152.53381,-333.67868,0.008624024,0.16132426,0.16132426,231.41519,0.003712135601043701,2943.3318803310394,630000,,,,,,,,,,,,
160.5645,0.0017177461,0.03010648,-160.56277,160.56277,0.6882156,0.14979535,1200.0,12.0,20,120.0,2.0434234,-35.100258,-160.64157,-372.13742,22.09707,-14.206818,339.6089,0.002708133,0.1030915,0.1030915,3.8989278e-05,0.0003,174.97891,157.74785,0.0015964943,0.029141814,-157.74625,157.74625,0.9758514,0.14979535,1200.0,12.0,20,120.0,20.900536,-48.35017,-157.79074,-342.06946,0.0066849613,0.146178,0.146178,196.18974,0.0037762489795684813,2962.213131904602,635000,,,,,,,,,,,,
157.01501,0.0010017231,0.052464265,-157.014,157.014,1.0587726,0.15081981,1200.0,12.0,20,120.0,2.62677,-21.419636,-157.64078,-365.72687,18.030815,-13.801674,404.93347,0.0044787,0.15968387,0.15968387,3.8296123e-05,0.0003,178.80385,152.3657,0.0012852205,0.06332946,-152.36443,152.36443,1.8168565,0.1524352,1200.0,12.0,20,120.0,43.543533,-34.43966,-153.0821,-339.57755,0.009975891,0.27695286,0.27695286,229.14359,0.003713321828842163,2980.779747724533,640000,,,,,,,,,,,,
159.1456,0.00081778003,0.041091815,-159.14478,159.14478,1.4408722,0.15237609,1200.0,12.0,20,120.0,2.3699431,-45.56222,-159.3721,-381.04587,14.639672,-23.454521,357.62558,0.007235598,0.21955445,0.21955445,3.7607537e-05,0.0003,187.86209,154.67126,0.0013283461,0.038698304,-154.66994,154.66994,1.605922,0.15237609,1200.0,12.0,20,120.0,37.814564,-43.86299,-154.941,-340.69934,0.006743909,0.2447041,0.2447041,221.85031,0.003795407485961914,2999.7567915916443,645000,,,,,,,,,,,,
159.31534,0.0006783835,0.038731024,-159.31467,159.31467,0.6214886,0.1537403,1200.0,12.0,20,120.0,2.782415,-41.371063,-159.30914,-364.93964,83.09242,-51.26676,943.49915,0.005586952,0.09554784,0.09554784,3.692371e-05,0.0003,173.56349,165.02777,0.00066572754,0.032985885,-165.0271,165.0271,0.95080507,0.14851263,1200.0,12.0,20,120.0,25.654861,-43.17418,-165.19177,-341.34943,0.005762132,0.14120656,0.14120656,207.62743,0.0037067273616790773,3018.2904345989227,650000,,,,,,,,,,,,
156.12961,0.001496086,0.05221839,-156.12811,156.12811,1.9240441,0.15363067,1200.0,12.0,20,120.0,3.1451144,-14.814554,-156.73169,-357.89026,23.772459,-19.325409,487.50113,0.004364447,0.2955922,0.2955922,3.6244823e-05,0.0003,194.74579,154.38199,0.0014321923,0.0670438,-154.38055,154.38055,0.918004,0.15363067,1200.0,12.0,20,120.0,40.9327,-49.640415,-155.40283,-332.51935,0.0029980221,0.14103356,0.14103356,212.23872,0.0037650845050811767,3037.1158633232117,655000,,,,,,,,,,,,
164.55676,0.00065710983,0.028760511,-164.5561,164.5561,0.792557,0.15927227,1200.0,12.0,20,120.0,2.3073385,0.61401266,-164.6896,-378.7519,24.148968,-13.445321,373.84543,0.005486946,0.12623236,0.12623236,3.5571058e-05,0.0003,182.012,160.75107,0.00063777075,0.039401688,-160.75043,160.75043,1.1575092,0.1558746,1200.0,12.0,20,120.0,13.161697,-65.094124,-160.99063,-353.3265,0.005813251,0.18042627,0.18042627,195.56392,0.0037132479667663573,3055.6821100711823,660000,,,,,,,,,,,,
160.16455,0.0020239325,0.07914257,-160.16252,160.16252,1.3456246,0.16548467,1200.0,12.0,20,120.0,3.4570565,-39.223267,-161.46698,-365.6111,21.091705,-11.663392,522.95483,0.012035931,0.22268024,0.22268024,3.490261e-05,0.0003,190.34325,152.10283,0.0015688784,0.09012882,-152.10126,152.10126,1.8481604,0.16548467,1200.0,12.0,20,120.0,23.8792,-23.31524,-153.44714,-351.61035,0.009002347,0.30584222,0.30584222,212.68309,0.003776034116744995,3074.5622878074646,665000,,,,,,,,,,,,
152.41225,0.0003832876,0.03221352,-152.41187,152.41187,1.2538512,0.1693974,1200.0,12.0,20,120.0,2.0527031,-26.002722,-152.45412,-357.2597,39.733356,-43.25884,655.15485,0.00916451,0.21239913,0.21239913,3.4239645e-05,0.0003,179.95285,163.86778,0.00037400163,0.030019453,-163.8674,163.8674,0.7977422,0.17401813,1200.0,12.0,20,120.0,34.219643,-33.71991,-164.07152,-351.1598,0.002046823,0.1388216,0.1388216,214.74603,0.0037019988536834718,3093.0722885131836,670000,,,,,,,,,,,,
153.84901,0.001235293,0.044434644,-153.84778,153.84778,0.98232615,0.17253709,1200.0,12.0,20,120.0,2.3679838,-17.296055,-153.9766,-354.50702,13.806068,-14.310474,360.04633,0.006180744,0.16948768,0.16948768,3.3582368e-05,0.0003,176.55551,169.87457,0.001671511,0.029369934,-169.8729,169.8729,0.78104895,0.17253709,1200.0,12.0,20,120.0,37.629936,-38.254734,-170.09178,-342.54214,0.0055910866,0.1347599,0.1347599,223.6757,0.0037617221355438235,3111.880905151367,675000,,,,,,,,,,,,
160.15944,0.0014789647,0.07139117,-160.15796,160.15796,1.6121253,0.17150341,1200.0,12.0,20,120.0,3.3406544,-6.6582527,-161.07542,-353.76633,121.16028,-93.18384,950.1488,0.006863729,0.27648497,0.27648497,3.2930948e-05,0.0003,196.67828,162.67091,0.0013506683,0.06787906,-162.66956,162.66956,1.5485245,0.17734347,1200.0,12.0,20,120.0,70.81068,-43.89537,-163.57397,-341.35205,0.0036065176,0.2746207,0.2746207,266.4361,0.003713319444656372,3130.4475088119507,680000,,,,,,,,,,,,
169.81126,0.0010220299,0.041559212,-169.81024,169.81024,0.861264,0.17670384,1200.0,12.0,20,120.0,2.3246984,-0.53368515,-169.77415,-374.1041,75.20607,-61.82494,970.8824,0.009312883,0.15218864,0.15218864,3.228555e-05,0.0003,190.39859,160.91302,0.0010519936,0.031358916,-160.91197,160.91197,0.65540385,0.17670384,1200.0,12.0,20,120.0,41.85865,-34.935192,-160.95694,-337.03598,0.00817076,0.115812376,0.115812376,216.66916,0.003761487817764282,3149.2549545764923,685000,,,,,,,,,,,,
158.68619,0.001248314,0.044018913,-158.68494,158.68494,0.6065763,0.1820763,1200.0,12.0,20,120.0,3.48875,-33.526253,-158.81888,-373.50125,16.40971,-9.858275,431.78372,0.006988934,0.110443175,0.110443175,3.1646374e-05,0.0003,175.42813,163.8403,0.0009462971,0.033951875,-163.83936,163.83936,0.73456573,0.18282105,1200.0,12.0,20,120.0,50.42525,-34.044807,-163.9242,-343.46533,0.0037988871,0.13429408,0.13429408,230.38084,0.0037062115669250486,3167.786018371582,690000,,,,,,,,,,,,
162.37234,0.0005445392,0.03411431,-162.3718,162.3718,0.8892564,0.17856297,1200.0,12.0,20,120.0,3.7785394,-37.345398,-162.6206,-377.57117,47.61746,-46.642128,701.70544,0.0061776075,0.15878826,0.15878826,3.1013573e-05,0.0003,185.20547,161.03723,0.00045320764,0.031977564,-161.03677,161.03677,0.9114244,0.17856297,1200.0,12.0,20,120.0,25.460558,-38.902435,-161.2052,-354.9295,0.0034983405,0.16274664,0.16274664,206.02739,0.003774402666091919,3186.6580402851105,695000,,,,,,,,,,,,
170.71503,0.0012604251,0.05017612,-170.71376,170.71376,0.80181444,0.18016823,1200.0,12.0,20,120.0,2.927465,-33.66868,-171.17621,-359.8467,56.645817,-29.993471,764.2572,0.013567752,0.14446148,0.14446148,3.0387337e-05,0.0003,190.97786,165.25145,0.0015366031,0.058158584,-165.24991,165.24991,1.1927023,0.18107969,1200.0,12.0,20,120.0,40.519173,-41.24594,-165.67618,-360.63626,0.0068476605,0.21597417,0.21597417,231.68753,0.0037043327331542967,3205.1797103881836,700000,,,,,,,,,,,,
159.64801,0.00085172197,0.040144067,-159.64716,159.64716,1.6183331,0.17156546,1200.0,12.0,20,120.0,3.5905623,-21.882536,-159.84589,-380.14322,203.47504,-161.68047,2401.3076,0.008581026,0.27765006,0.27765006,2.9767822e-05,0.0003,196.55658,165.68913,0.0014179344,0.03282422,-165.68771,165.68771,1.1508301,0.17156546,1200.0,12.0,20,120.0,34.034748,-44.405823,-165.88351,-352.76865,0.0060140085,0.19744271,0.19744271,223.417,0.01897253942489624,3300.0424151420593,705000,,,,,,,,,,,,
