training/actor/actor_loss,training/actor/bound_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/alpha/current_vs_historical_ratio,training/alpha/historical_avg_loss,training/alpha/max_alpha_bound,training/alpha/min_alpha_bound,training/alpha/valid_count,training/alpha_weight,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,training/meanflow/consistency_loss,training/meanflow/flow_loss,training/meanflow/mean_flow_loss,training/metrics/actor_learning_rate,training/metrics/critic_learning_rate,training/total_loss,validation/actor/actor_loss,validation/actor/bound_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/alpha/current_vs_historical_ratio,validation/alpha/historical_avg_loss,validation/alpha/max_alpha_bound,validation/alpha/min_alpha_bound,validation/alpha/valid_count,validation/alpha_weight,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,validation/meanflow/consistency_loss,validation/meanflow/flow_loss,validation/meanflow/mean_flow_loss,validation/total_loss,time/epoch_time,time/total_time,step,exploration/prev_qpos,exploration/prev_qvel,exploration/qpos,exploration/qvel,exploration/control,exploration/time,exploration/success,exploration/total.timesteps,exploration/episode.final_reward,exploration/episode.return,exploration/episode.length,exploration/episode.duration
177.2601,0.0008004545,0.029916296,-177.25931,177.25931,0.8584103,0.14890574,1200.0,12.0,20,120.0,2.9749227,-41.04364,-177.39375,-371.2768,19.461084,-40.781822,519.6938,0.0022906708,0.12782222,0.12782222,1e-05,0.0003,195.5737,183.77676,0.0011328832,0.028008807,-183.77563,183.77563,1.217406,0.14866327,1200.0,12.0,20,120.0,27.389982,-32.69977,-183.59808,-356.83246,0.0077815503,0.18098356,0.18098356,232.88478,0.0077293790817260745,5431.807948350906,1100000,-0.18986493556690845,0.03406742598559402,-0.1857981769775616,0.05617564289402987,18.500895639501664,25.099999999996967,0.0,99962.0,-2.0,-1000.0,500.0,4.039757251739502
179.14395,0.00084894366,0.03447875,-179.1431,179.1431,0.65295476,0.15155278,1200.0,12.0,20,120.0,3.3900309,-45.05425,-179.96786,-370.66525,26.765657,-27.989689,642.6526,0.010957815,0.098957114,0.098957114,1e-05,0.0003,194.40883,188.64545,0.0006750143,0.041626662,-188.64478,188.64478,0.869209,0.15155278,1200.0,12.0,20,120.0,33.337006,-59.992653,-188.9758,-354.61954,0.009941552,0.13173105,0.13173105,237.79018,0.022358582735061645,5543.600869655609,1105000,0.12530570242983136,0.014396454292674662,0.12557608995320652,-0.0041343105925298815,31.44596422743562,25.099999999996967,0.0,104962.0,-2.0,-1000.0,500.0,4.011206150054932
184.36305,0.0008098183,0.032138843,-184.36224,184.36224,1.0976866,0.15297318,1200.0,12.0,20,120.0,2.339001,-62.203037,-184.51198,-375.06854,23.76151,-26.072811,575.6564,0.007172826,0.16791661,0.16791661,1e-05,0.0003,206.85205,190.61325,0.00082678185,0.04163135,-190.61243,190.61243,0.6538093,0.15586285,1200.0,12.0,20,120.0,49.643044,-64.87587,-190.6173,-360.73764,0.0060312245,0.101904586,0.101904586,252.48483,0.007863813400268555,5582.919944524765,1110000,-0.22545194252871656,0.022494843410503725,-0.22598027928510978,-0.002701083495164407,-1.177045759196059,25.099999999996967,0.0,109962.0,-1.0,-606.0,500.0,4.228717803955078
174.0435,0.0011742,0.053830355,-174.04233,174.04233,0.8342637,0.15817013,1200.0,12.0,20,120.0,3.7233403,-43.39076,-174.59743,-367.18365,15.699438,-21.183332,557.6822,0.0072602867,0.1319556,0.1319556,1e-05,0.0003,193.60152,182.55278,0.0015203481,0.040056862,-182.55125,182.55125,0.5650402,0.15817013,1200.0,12.0,20,120.0,40.71813,-61.66751,-182.86472,-356.83215,0.010361916,0.08937248,0.08937248,233.9956,0.007716407537460327,5621.501989126205,1115000,-0.13481159742893517,-0.07534073409111082,-0.13797924322356991,-0.0636914641064171,-0.59578018215462,25.099999999996967,0.0,114962.0,-2.0,-1000.0,500.0,3.7039339542388916
186.82574,0.0005733934,0.037939943,-186.82516,186.82516,1.1369368,0.16218866,1200.0,12.0,20,120.0,2.537668,-32.907734,-187.04272,-371.0309,58.045135,-72.0975,982.98065,0.002992606,0.18439826,0.18439826,1e-05,0.0003,211.49121,191.31126,0.0008181691,0.032275464,-191.31044,191.31044,1.0836112,0.16265854,1200.0,12.0,20,120.0,30.77282,-33.918846,-191.4184,-357.32245,0.0071427883,0.17625862,0.17625862,243.2351,0.00787709403038025,5660.887466430664,1120000,-0.17236369600657067,-0.036736132501479,-0.1743736422788898,-0.030945514225491338,-1.2093144217520926,25.099999999996967,0.0,119738.0,-1.0,-839.0,500.0,4.223492860794067
192.21811,0.00043393706,0.03197547,-192.21768,192.21768,1.3671032,0.16052936,1200.0,12.0,20,120.0,2.3263202,-47.920654,-192.36452,-375.61826,81.764145,-128.06989,1378.2991,0.00718628,0.2194602,0.2194602,1e-05,0.0003,220.87965,189.57568,0.0005345646,0.0369422,-189.57515,189.57515,0.9206944,0.16052936,1200.0,12.0,20,120.0,77.43375,-72.33853,-189.88223,-358.4148,0.0036164604,0.14779848,0.14779848,284.74524,0.007889235639572143,5700.333651304245,1125000,-0.31595988313990636,-0.11317920453703921,-0.3219558792664986,-0.09989807255836927,-1.401489335596533,25.099999999996967,0.0,124738.0,-2.0,-1000.0,500.0,3.820805072784424
176.0554,0.0020563398,0.05410992,-176.05334,176.05334,0.92691696,0.16036071,1200.0,12.0,20,120.0,6.037684,-27.541216,-177.29324,-374.9232,26.742035,-38.20229,685.338,0.006656926,0.14864106,0.14864106,1e-05,0.0003,199.93002,182.59189,0.0016657047,0.06232657,-182.59023,182.59023,1.1570896,0.16107997,1200.0,12.0,20,120.0,36.781776,-59.609467,-183.1967,-358.69043,0.007696328,0.18638396,0.18638396,241.73973,0.008003962516784669,5740.353471755981,1130000,-0.1407772228525432,-0.1624418480847056,-0.14030361360221988,0.014108889031485331,13.545562801973547,25.099999999996967,0.0,129738.0,-2.0,-1000.0,500.0,4.155316352844238
188.02855,0.0010875775,0.033591785,-188.02747,188.02747,0.9813101,0.16437851,1200.0,12.0,20,120.0,2.0195966,-60.664207,-188.07516,-374.64407,49.313,-50.53288,703.658,0.011178826,0.16130629,0.16130629,1e-05,0.0003,209.40489,190.04024,0.00093188323,0.030793725,-190.0393,190.0393,0.85050607,0.16437851,1200.0,12.0,20,120.0,50.19586,-69.85264,-189.97313,-360.54242,0.0073599364,0.13980491,0.13980491,257.0127,0.00782642846107483,5779.485620737076,1135000,-0.026899305831562536,0.004905931310810543,-0.024220802638585327,0.04519029358697576,16.854674861545565,25.099999999996967,0.0,134738.0,-2.0,-1000.0,500.0,3.696477174758911
188.80444,0.0006373769,0.029567663,-188.8038,188.8038,0.8518308,0.16362844,1200.0,12.0,20,120.0,2.435258,0.15678048,-188.99391,-379.79245,28.56272,-42.36904,603.8661,0.0042749117,0.13938375,0.13938375,1e-05,0.0003,207.96574,193.6117,0.0009654046,0.02449315,-193.61073,193.61073,0.6796131,0.1642065,1200.0,12.0,20,120.0,73.62521,-86.36256,-193.56915,-355.455,0.005009669,0.11159689,0.11159689,280.62854,0.00809752926826477,5819.97327375412,1140000,-0.22992368389007242,-0.09302339158887808,-0.22897359827784045,0.011677922003983885,15.108070960762761,25.099999999996967,0.0,139738.0,-2.0,-1000.0,500.0,4.169883489608765
191.34299,0.00075973326,0.029499715,-191.34222,191.34222,0.9576142,0.16177009,1200.0,12.0,20,120.0,2.7108903,-30.564398,-191.42143,-377.85434,51.706955,-15.369045,657.2152,0.004293761,0.15491334,0.15491334,1e-05,0.0003,212.64348,195.59526,0.00086577685,0.03635529,-195.59439,195.59439,0.8861419,0.16177009,1200.0,12.0,20,120.0,57.34137,-69.51165,-195.49933,-346.85742,0.008409376,0.14335126,0.14335126,270.1388,0.007802355909347534,5858.985059976578,1145000,-0.04052476892764882,0.015036262570235484,-0.047057449092728756,-0.059424765012135054,20.25847079580527,25.099999999996967,0.0,144738.0,-2.0,-1000.0,500.0,3.9180922508239746
182.70087,0.0012813038,0.039277006,-182.69958,182.69958,1.7414649,0.1564548,1200.0,12.0,20,120.0,3.0103369,-15.031909,-182.81186,-366.21124,128.36182,-143.5138,1843.9172,0.00799425,0.27246052,0.27246052,1e-05,0.0003,218.40646,187.24141,0.0008244359,0.04713094,-187.24059,187.24059,1.1515995,0.16168201,1200.0,12.0,20,120.0,30.101416,-67.258484,-187.46227,-357.6001,0.008821063,0.18619293,0.18619293,239.68597,0.007859430789947509,5898.282221794128,1150000,-0.16709459527339438,-0.04311187537468312,-0.16705496250189328,0.003044971730344278,18.29997423594884,25.099999999996967,0.0,149738.0,-2.0,-1000.0,500.0,4.26084041595459
186.50151,0.0008947018,0.03036264,-186.50061,186.50061,0.66485834,0.15606716,1200.0,12.0,20,120.0,2.3307452,-71.383835,-186.45126,-361.37836,32.599598,-18.964617,620.9326,0.0062838467,0.10376255,0.10376255,1e-05,0.0003,201.28377,192.38577,0.00094623805,0.033445526,-192.38483,192.38483,0.8052125,0.15606716,1200.0,12.0,20,120.0,40.466743,-85.24982,-192.44965,-355.03268,0.0037551315,0.12566723,0.12566723,247.93257,0.00787007598876953,5937.632608175278,1155000,-0.04599793111147022,-0.06809300373013932,-0.04649523418971949,-0.005369568070877364,24.726602671275,25.099999999996967,0.0,154738.0,-1.0,-577.0,500.0,3.9286441802978516
178.56786,0.0006297227,0.05451454,-178.56723,178.56723,1.4152703,0.15177478,1200.0,12.0,20,120.0,2.771905,-21.434954,-179.0296,-376.95416,45.44558,-116.628654,891.27136,0.009715922,0.21480235,0.21480235,1e-05,0.0003,207.11606,185.62843,0.0009421352,0.05843557,-185.62749,185.62749,1.2945522,0.15329497,1200.0,12.0,20,120.0,61.67968,-34.105526,-186.29916,-356.4235,0.00703611,0.19844833,0.19844833,271.12192,0.007776538562774658,5976.515308141708,1160000,-0.12795662888796785,-0.025081006638982776,-0.12943337442501038,-0.02737250172775344,-0.5596835891582153,25.099999999996967,0.0,159738.0,-1.0,-791.0,500.0,4.041316509246826
176.84944,0.00056392315,0.035761435,-176.84888,176.84888,0.80525005,0.15366665,1200.0,12.0,20,120.0,2.3407512,-16.893864,-176.90434,-376.2417,20.613543,-31.266842,604.2634,0.002476278,0.12374008,0.12374008,1e-05,0.0003,194.039,190.06232,0.0014153566,0.038527638,-190.0609,190.0609,1.2015957,0.15366665,1200.0,12.0,20,120.0,37.23665,-35.820618,-190.48148,-358.125,0.009506039,0.18464518,0.18464518,249.45639,0.0077567800045013425,6015.29921579361,1165000,-0.09909369646180972,0.04076165866960187,-0.10455981507770418,-0.07249663001231442,16.273559508472513,25.099999999996967,0.0,164738.0,-2.0,-1000.0,500.0,3.9227287769317627
186.35403,0.0009961018,0.034587722,-186.35304,186.35304,0.8719658,0.15618065,1200.0,12.0,20,120.0,2.8546126,-45.804413,-186.38661,-376.60715,26.453712,-78.33521,624.22107,0.0029895902,0.13618419,0.13618419,1e-05,0.0003,205.55075,192.31735,0.0006366373,0.0314779,-192.31671,192.31671,0.8441639,0.15555781,1200.0,12.0,20,120.0,35.233284,-42.25514,-192.4065,-348.0406,0.009434952,0.13131629,0.13131629,243.30858,0.007752828645706177,6054.063366174698,1170000,-0.08353316790292495,0.03888283520188221,-0.08255627535502778,0.015121868748669472,28.144168493190275,25.099999999996967,0.0,169738.0,-2.0,-1000.0,500.0,3.723628282546997
187.13712,0.00092454674,0.04604748,-187.13618,187.13618,1.3415632,0.16421166,1200.0,12.0,20,120.0,3.0824056,-49.832985,-187.47067,-373.50668,42.090477,-16.165396,806.78827,0.0054259025,0.22030032,0.22030032,1e-05,0.0003,216.65556,189.84274,0.0015743497,0.05704366,-189.84117,189.84117,0.8022098,0.16421166,1200.0,12.0,20,120.0,39.58447,-85.839966,-190.37625,-348.96252,0.01071726,0.1317322,0.1317322,245.23508,0.007818453454971314,6093.155641078949,1175000,0.06588966375192087,0.021724952431113585,0.06534549074673482,-0.008426087101356084,30.501563859847302,25.099999999996967,0.0,174738.0,-2.0,-1000.0,500.0,3.7858221530914307
185.09966,0.0013889847,0.043776866,-185.09827,185.09827,1.1861899,0.15878193,1200.0,12.0,20,120.0,2.543456,-5.772869,-185.3201,-370.81924,75.97578,-146.45813,1609.3411,0.008449062,0.18834552,0.18834552,1e-05,0.0003,210.24457,195.69711,0.0009497156,0.035032976,-195.69617,195.69617,0.70149684,0.16123001,1200.0,12.0,20,120.0,34.291927,-66.72552,-195.73175,-360.23035,0.005127459,0.11310235,0.11310235,243.56133,0.007819330883026124,6132.2523028850555,1180000,-0.024768548564873084,-0.018472392388213774,-0.025407148900562716,-0.01156920613468548,-0.2813087307346058,25.099999999996967,0.0,179738.0,-2.0,-1000.0,500.0,3.7061944007873535
192.02803,0.0009354984,0.02463667,-192.0271,192.0271,0.633115,0.16559218,1200.0,12.0,20,120.0,2.8075426,-62.43663,-192.04237,-378.2137,40.18402,-11.92176,510.577,0.003939767,0.10483889,0.10483889,1e-05,0.0003,207.41624,193.71704,0.0011596218,0.031974763,-193.71588,193.71588,0.9200447,0.16559218,1200.0,12.0,20,120.0,64.40239,-60.986885,-193.75421,-359.53516,0.005030867,0.15235221,0.15235221,276.4017,0.0078207688331604,6171.3561544418335,1185000,-0.1671749310030582,0.06193667115914184,-0.167732066051382,-0.01061460171667655,7.871544652137453,25.099999999996967,0.0,184738.0,-2.0,-1000.0,500.0,3.787597894668579
186.8679,0.0009168712,0.059693474,-186.86699,186.86699,1.6212473,0.16657929,1200.0,12.0,20,120.0,3.1624286,-34.686256,-187.47864,-372.858,108.70952,-137.73485,2061.6772,0.0092525175,0.27006623,0.27006623,1e-05,0.0003,222.43828,195.99307,0.0019165927,0.06746902,-195.99115,195.99115,0.8151031,0.16645958,1200.0,12.0,20,120.0,50.460506,-60.693474,-196.558,-357.11328,0.007388532,0.13568172,0.13568172,262.73538,0.007821968221664428,6210.466003894806,1190000,0.009820890755033335,0.0023252723067334236,0.009494791276812053,0.0016591331750309157,30.069348147861657,24.399999999997355,1.0,189724.0,0.0,-568.0,486.0,3.8293564319610596
182.10516,0.000729725,0.037762277,-182.10443,182.10443,0.8093571,0.16838571,1200.0,12.0,20,120.0,2.4555008,-22.77213,-182.17355,-376.92676,16.049303,-43.377777,494.72852,0.0026187026,0.13628417,0.13628417,1e-05,0.0003,200.91476,187.4914,0.0010392326,0.03172874,-187.49036,187.49036,0.9076042,0.16838571,1200.0,12.0,20,120.0,189.91866,-54.90508,-187.7218,-351.08853,0.0074260617,0.15282759,0.15282759,395.74936,0.007687998723983765,6248.906004905701,1195000,-0.10208137185051422,0.05802516255539702,-0.10004003049431733,0.03340161058846705,24.154235317864476,25.099999999996967,0.0,194724.0,-2.0,-1000.0,500.0,3.7464218139648438
192.16216,0.0004810571,0.033691715,-192.16167,192.16167,0.79449457,0.17137176,1200.0,12.0,20,120.0,2.0943894,-30.774578,-192.30127,-360.6402,18.472603,-22.617075,441.0489,0.0022578337,0.13615392,0.13615392,1e-05,0.0003,210.59502,186.28749,0.001024991,0.037184697,-186.28647,186.28647,0.64004034,0.16743933,1200.0,12.0,20,120.0,33.008064,-54.599182,-186.47293,-352.23874,0.002522622,0.10716792,0.10716792,232.15572,0.007809253835678101,6287.952281475067,1200000,-0.23002729516662804,-0.009606562251343957,-0.231605632048258,-0.02856181417574398,-0.7083957534119109,25.099999999996967,0.0,199724.0,-1.0,-730.0,500.0,3.761728286743164
193.06642,0.001050762,0.039833844,-193.06537,193.06537,1.0404568,0.16624363,1200.0,12.0,20,120.0,6.045517,1.2501321,-193.7002,-371.9597,27.89104,-25.829685,657.84686,0.003923823,0.17296931,0.17296931,1e-05,0.0003,219.86826,193.066,0.0010116508,0.041146915,-193.06499,193.06499,1.1658832,0.16624363,1200.0,12.0,20,120.0,44.653954,-35.55472,-193.6795,-346.56027,0.007902212,0.19382064,0.19382064,260.97842,0.022629839038848878,6401.101484537125,1205000,-0.000987024458207943,-0.02004882362228734,0.0013589022011048105,0.038812910424727405,13.48974259645342,25.099999999996967,0.0,204724.0,-2.0,-1000.0,500.0,3.7741734981536865
186.85432,0.00083315244,0.02911358,-186.85349,186.85349,0.91621405,0.1667172,1200.0,12.0,20,120.0,4.536149,-2.7141635,-187.06952,-376.13068,57.671223,-47.154263,1031.2777,0.0037564605,0.15274864,0.15274864,1e-05,0.0003,209.7203,186.29123,0.0013519116,0.035850238,-186.28987,186.28987,1.0586029,0.16754542,1200.0,12.0,20,120.0,46.516922,-62.628654,-186.26607,-356.20004,0.008845468,0.17736408,0.17736408,254.09184,0.007942177152633668,6440.812376976013,1210000,-0.18436161726941366,0.15500094562706337,-0.19095401554475636,-0.16622277529895554,14.690303860468601,25.099999999996967,0.0,209724.0,-2.0,-1000.0,500.0,4.20689582824707
194.24222,0.0008893115,0.030587947,-194.24133,194.24133,1.0237193,0.15784273,1200.0,12.0,20,120.0,2.229091,-0.14461112,-194.1568,-377.65073,64.63886,-39.125065,950.21436,0.002475477,0.16158666,0.16158666,1e-05,0.0003,215.86171,190.79254,0.00053222163,0.041310556,-190.792,190.792,0.6757475,0.15784273,1200.0,12.0,20,120.0,42.354515,-58.315575,-191.11487,-353.85925,0.0061178706,0.106661834,0.106661834,245.94649,0.007737421226501465,6479.4994904994965,1215000,0.022400687510729232,0.02532018012023196,0.0240575002587479,0.01950113519072342,32.78461521007135,25.099999999996967,0.0,214724.0,-2.0,-1000.0,500.0,3.759326457977295
193.19435,0.0011828649,0.03750512,-193.19316,193.19316,1.0422959,0.1606608,1200.0,12.0,20,120.0,3.3409166,-45.978832,-193.52649,-369.90173,20.57427,-26.21419,637.7489,0.005415187,0.16745609,0.16745609,1e-05,0.0003,216.62999,196.18445,0.0012454144,0.031372815,-196.1832,196.1832,1.0056962,0.15961637,1200.0,12.0,20,120.0,38.4907,-68.492134,-196.61345,-362.17993,0.0049263057,0.16052556,0.16052556,253.9382,0.007789594554901123,6518.447469949722,1220000,0.012304512717687307,-0.016454453648011794,0.013279016146534027,0.010000602035776638,29.325811895746973,25.099999999996967,0.0,219724.0,-2.0,-1000.0,500.0,4.064022541046143
186.59953,0.0010547017,0.0420125,-186.59848,186.59848,0.8461297,0.15824528,1200.0,12.0,20,120.0,3.6592422,-37.45569,-186.90118,-364.8911,40.362026,-20.473297,626.8293,0.00943315,0.13389604,0.13389604,1e-05,0.0003,206.3263,190.11455,0.00096675084,0.04671744,-190.11359,190.11359,1.0030992,0.15824528,1200.0,12.0,20,120.0,101.31265,-64.037506,-190.53734,-348.541,0.0075663887,0.15873572,0.15873572,310.47546,0.00786659779548645,6557.7804663181305,1225000,-0.1717684366619537,-0.0031814795564210816,-0.17116227512684268,0.009646661679776609,1.312254223207481,25.099999999996967,0.0,224724.0,-2.0,-1000.0,500.0,3.7795169353485107
187.79778,0.0008358025,0.029597938,-187.79694,187.79694,0.8056099,0.1571433,1200.0,12.0,20,120.0,3.1717353,-44.888035,-187.82733,-373.1548,165.94202,-239.78833,2233.0337,0.0029789289,0.12659618,0.12659618,1e-05,0.0003,206.16106,194.54852,0.0010144974,0.032229107,-194.54752,194.54752,1.1318245,0.14996979,1200.0,12.0,20,120.0,31.57516,-59.292763,-194.69275,-358.95758,0.004486679,0.16973947,0.16973947,246.49243,0.008014239692687988,6597.8516726493835,1230000,-0.03652246286511988,-0.018955899674762654,-0.03775458852478957,-0.021331613412934967,16.10050147279652,25.099999999996967,0.0,229724.0,-2.0,-1000.0,500.0,3.820504903793335
189.42079,0.0012833097,0.055971194,-189.41951,189.41951,1.5995705,0.14903425,1200.0,12.0,20,120.0,4.1192374,-47.580727,-189.80678,-368.69196,34.401287,-34.75476,652.537,0.0049999617,0.23839079,0.23839079,1e-05,0.0003,222.14691,197.51894,0.00088025106,0.04531518,-197.51805,197.51805,1.1017473,0.14903425,1200.0,12.0,20,120.0,47.227844,-65.08753,-198.31413,-359.01935,0.0055467295,0.16419807,0.16419807,264.45056,0.007915362548828126,6637.4284927845,1235000,-0.04758025576938807,-0.012671474316798213,-0.04927859090855384,-0.0831014257851734,20.26723402634577,25.099999999996967,0.0,234724.0,-1.0,-605.0,500.0,3.8883285522460938
183.52248,0.0006215225,0.042464983,-183.52185,183.52185,1.101636,0.1528554,1200.0,12.0,20,120.0,3.0304408,-34.704823,-183.72595,-378.4573,107.95216,-23.714466,836.5668,0.003153635,0.16839102,0.16839102,1e-05,0.0003,206.75984,184.12814,0.0014376419,0.041868024,-184.12671,184.12671,1.0551096,0.15446725,1200.0,12.0,20,120.0,24.860125,-32.915276,-184.52316,-355.45633,0.0066648363,0.16297989,0.16297989,228.54585,0.007921615028381348,6677.036575078964,1240000,-0.1662622263870945,-0.019154823782331902,-0.16479859019254514,0.011590195573710972,26.391056570537852,25.099999999996967,0.0,239795.0,-2.0,-1000.0,500.0,3.880937337875366
189.19002,0.0011700423,0.026615782,-189.18884,189.18884,0.8708908,0.15481263,1200.0,12.0,20,120.0,3.299013,-32.048798,-189.24777,-382.91925,42.361,-86.70265,1258.6951,0.0030742544,0.1348249,0.1348249,1e-05,0.0003,208.66801,191.07141,0.0008798644,0.038009495,-191.07053,191.07053,0.74070513,0.15481263,1200.0,12.0,20,120.0,78.70282,-60.39353,-191.44206,-353.36667,0.005525169,0.114670515,0.114670515,283.5347,0.007881939220428466,6716.4462785720825,1245000,-0.013445900543396885,-0.09366561686188632,-0.019773191684764418,-0.12396523395909599,16.725602077759024,25.099999999996967,0.0,244795.0,-2.0,-1000.0,500.0,3.9547131061553955
187.78183,0.0012164154,0.031483147,-187.78061,187.78061,0.84697944,0.15126467,1200.0,12.0,20,120.0,2.8800685,-62.2332,-187.82767,-358.96097,13.17369,-22.5504,493.3554,0.007953595,0.12811807,0.12811807,1e-05,0.0003,206.03607,193.68652,0.0009726119,0.029248571,-193.68555,193.68555,0.9332567,0.15003315,1200.0,12.0,20,120.0,33.10723,-58.876606,-193.8227,-354.63208,0.008857017,0.14001945,0.14001945,243.5961,0.007957529783248901,6756.233934402466,1250000,-0.07574615675259969,0.014689392407732371,-0.07161575341268314,0.06415614235806305,34.72003817778549,25.099999999996967,0.0,249576.0,-1.0,-712.0,500.0,3.869034767150879
195.87822,0.00086780207,0.032787006,-195.87735,195.87735,1.0444987,0.1512364,1200.0,12.0,20,120.0,3.3174646,-16.030193,-196.0472,-378.83643,13.621631,-12.2978,445.81305,0.0034290631,0.15796623,0.15796623,1e-05,0.0003,218.15163,194.80309,0.0012038295,0.038753,-194.80188,194.80188,0.7729731,0.1512364,1200.0,12.0,20,120.0,41.44312,-44.351105,-195.09538,-359.55872,0.008001364,0.11690167,0.11690167,250.2744,0.007757452726364136,6795.021205186844,1255000,-0.12931874801553486,0.018802299079514362,-0.13234371725902813,-0.05363352979730136,10.264600366806851,25.099999999996967,0.0,254576.0,-1.0,-769.0,500.0,3.854520320892334
180.84106,0.0008505604,0.035256293,-180.84021,180.84021,0.6687466,0.15323022,1200.0,12.0,20,120.0,4.299699,-19.839678,-180.96654,-376.01266,29.092688,-27.47114,562.2816,0.0047017755,0.102472186,0.102472186,1e-05,0.0003,197.43742,191.39943,0.00095298304,0.0506184,-191.39848,191.39848,1.2299963,0.14998102,1200.0,12.0,20,120.0,38.176437,-53.824078,-192.14655,-359.80676,0.007845725,0.1844761,0.1844761,251.713,0.007680518293380737,6833.423803567886,1260000,-0.23485932370027454,0.03404137215971736,-0.23833619682587778,-0.058223052829053594,14.392698915081066,25.099999999996967,0.0,259576.0,-1.0,-568.0,500.0,3.7188034057617188
199.67392,0.0006840884,0.03296391,-199.67323,199.67323,0.8169752,0.14486986,1200.0,12.0,20,120.0,4.393177,-44.00432,-199.72733,-376.85974,16.202925,-64.54713,680.39655,0.0050872024,0.11835509,0.11835509,1e-05,0.0003,218.2697,190.42647,0.0005288853,0.027623197,-190.42593,190.42593,1.3745693,0.14486986,1200.0,12.0,20,120.0,66.49521,-53.738964,-190.66379,-350.26666,0.0048029805,0.19913368,0.19913368,280.81775,0.007783373641967774,6872.340679168701,1265000,-0.2056602508075614,0.019028144444682264,-0.20697568522325507,-0.024509413263946605,1.346083939247069,25.099999999996967,0.0,264576.0,-1.0,-586.0,500.0,3.775967836380005
186.06934,0.00050768367,0.035381436,-186.06883,186.06883,0.96603274,0.1533462,1200.0,12.0,20,120.0,3.0237958,-43.517334,-186.10608,-375.707,23.233894,-19.49818,625.9789,0.0041454923,0.14813745,0.14813745,1e-05,0.0003,206.86961,191.05388,0.00083727087,0.03587573,-191.05304,191.05304,1.4913099,0.15442327,1200.0,12.0,20,120.0,38.47022,-22.711176,-191.11372,-359.22452,0.008407847,0.23029295,0.23029295,257.15924,0.007735989046096802,6911.020631551743,1270000,0.039525748621546994,-0.05097677629722356,0.03625995815733106,-0.05441629377072494,0.5108220120939505,25.099999999996967,0.0,269576.0,-1.0,-799.0,500.0,3.9581122398376465
186.2932,0.00055733486,0.037834838,-186.29263,186.29263,0.7813591,0.15764438,1200.0,12.0,20,120.0,3.1169696,-16.278322,-186.22214,-365.35388,17.076517,-54.985058,680.627,0.00719752,0.123176865,0.123176865,1e-05,0.0003,204.19139,192.00005,0.0008937209,0.03422884,-191.99915,191.99915,0.634119,0.15764438,1200.0,12.0,20,120.0,41.324867,-86.97796,-192.13799,-354.64648,0.0032299384,0.09996529,0.09996529,245.32076,0.007947138881683349,6950.756333589554,1275000,-0.02660082706012733,-0.059329537159370775,-0.030783194844379434,-0.07423684534957663,15.559302097642009,25.099999999996967,0.0,274576.0,-2.0,-1000.0,500.0,4.3285558223724365
190.20596,0.00089696154,0.028497586,-190.20506,190.20506,1.033988,0.15118809,1200.0,12.0,20,120.0,2.5615711,-46.22157,-190.61371,-375.82748,23.020704,-18.419632,486.46558,0.0039023925,0.15632668,0.15632668,1e-05,0.0003,211.52673,189.40088,0.0006653837,0.032845568,-189.4002,189.4002,0.72506213,0.15058489,1200.0,12.0,20,120.0,54.905457,-87.62477,-189.58665,-348.06097,0.005230707,0.10918341,0.10918341,257.40836,0.007839853239059448,6989.95560669899,1280000,-0.033055337939895096,0.029007971854318585,-0.036080658416093106,-0.05116848164150977,17.156627939243453,25.099999999996967,0.0,279522.0,-2.0,-1000.0,500.0,3.711116313934326
186.70506,0.00066439976,0.03470623,-186.70439,186.70439,0.82407683,0.15541855,1200.0,12.0,20,120.0,3.1602387,-47.34442,-186.82663,-377.40817,15.429794,-11.030759,501.5584,0.0070249387,0.12807682,0.12807682,1e-05,0.0003,205.23451,192.73326,0.00081422646,0.03416599,-192.73245,192.73245,0.8970531,0.15541855,1200.0,12.0,20,120.0,41.106995,-46.322704,-192.82532,-357.42807,0.011445798,0.13941869,0.13941869,250.5705,0.007769103288650513,7028.8011310100555,1285000,0.007435992805348298,0.04657632104709605,0.011800235262381498,0.08109129911273324,29.4887971429561,25.099999999996967,0.0,284522.0,-2.0,-1000.0,500.0,4.214268207550049
185.04474,0.0008042207,0.031222263,-185.04393,185.04393,1.3699346,0.15714303,1200.0,12.0,20,120.0,3.1083343,-1.4960018,-185.0683,-371.2171,178.00027,-141.08209,2281.6284,0.0067212926,0.21527568,0.21527568,1e-05,0.0003,213.98616,190.02177,0.000686385,0.030481398,-190.02109,190.02109,0.56640655,0.16150092,1200.0,12.0,20,120.0,33.744972,-52.597343,-190.05965,-354.93622,0.0047579277,0.091475174,0.091475174,234.74377,0.007797001457214355,7067.786145448685,1290000,-0.17333523177869153,0.017934865945811857,-0.17297388082360385,0.011639953861728874,-1.1857467867074463,25.099999999996967,0.0,289522.0,-1.0,-547.0,500.0,3.7819912433624268
